,Unnamed: 0,name,description,SDG Goal,five Ps,Unnamed: 0.1,company id,active,finder_url,tag_line,tags,corona_description,homepage,founded,company stage,had_exit,exit_type,exit_date,exit_quarter,exit_half,exit_amount,exit_acquired_by_or_stock_exchange,exit_acquired_by_or_stock_exchange_key,exit_by_country,employees,product_stage,business_model,closing_date,closing_reason,products,alternative_names,former_names,abroad_countries,geographical_markets,registrar_id,total_funding,total_equity_funding,Unnamed: 33
214,214,Ormat Technologies,"Ormat Technologies is a geothermal company engaged in geothermal and recovered energy generation (REG). The company owns, operates, designs, manufactures, and sells geothermal and REG power plants based primarily on the Ormat Energy Converter, a power-generation unit that converts low, medium, and high-temperature heat into electricity. 
Ormat's flexible, modular solutions for geothermal power and REG are suited for a wide range of applications. The company has engineered, manufactured, and constructed power plants that it currently owns or has installed for utilities and developers worldwide, totaling over 2,000 megawatts of gross capacity.",7,Prosperity,214,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6bmYMIDA,1,https://finder.startupnationcentral.org/company_page/ormat-technologies,Geothermal Power and Renewable Energy Solutions,"cleantech, electric-utilities, electricity, energy, geothermal, photovoltaics, power-plants, renewable-energy, sdg, solar-energy",,http://www.ormat.com,1965-01-01 00:00:00,Public,1,IPO,2004-11-11,2004 Q4,2004 H2,,NYSE,agxzfmlsbGlzdHNpdGVyHAsSD0V4dGVybmFsX0VudGl0eRiAgODIgdygCww,United States,500+,Released,"b2b,b2g",,,,OrmatTech,,United States,"Philippines, Kenya, Nicaragua, USA, Honduras, New Zealand, Guatemala",511597239,,,
499,499,iPulse Medical,"iPulse Medical is developing Livia, a wearable device that neutralizes menstrual cramps by tuning into the wavelength frequency of menstrual pain and blocking it from registering in the brain. 

Livia's patented SmartWave technology is helping women across the globe overcome menstrual pain more effectively, quickly, and safely than with drugs. Using electric micro-pulses to tap into the body's natural pain defenses, Livia prevents menstrual pain from being felt. 
Unlike pain medications, there are no side effects from using Livia, and the female body cannot build a tolerance to it. Livia is portable, fashion-forward, easy to use, and can be worn discreetly under outfits. Moreover, its long-lasting rechargeable battery makes Livia reusable for years.

Since its inception, Livia has undergone extensive clinical trials under the supervision of medical expert Professor Bari Kaplan.

The device is FDA and CE approved and has been proven to be safe and effective.",5,People,499,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwPDC-5MKDA,1,https://finder.startupnationcentral.org/company_page/ipulse-medical,Wearable Device for Menstrual Pain,"digital-healthcare, digital-therapeutics, gynecology, non-invasive, pain-relief, sdg, wearable, women, women-health",,http://mylivia.com/,2015-04-01 00:00:00,Seed,0,,,,,,,,,1950-11-01 00:00:00,Released,b2c,,,Livia,I-Pulse Medical,,United States,Worldwide,515244259,,,
362,362,SunDo,"SunDo is an agricultural community platform that connects farmers and volunteers for substantive, collaborative working experiences designed to have a meaningful social impact. It partners with hundreds of farms throughout the country and offers volunteers a wide range of activities from the farming world, from picking, pruning, and shaping to working with sheep and cattle. 

SunDo helps all volunteers find the activity most appropriate to their character, pace, and ability, positioning them to get the most from the valuable and uplifting communal work. In addition to the agricultural tasks, volunteers will also enjoy social activities, local attractions, new friendships, and unforgettable experiences.

SunDo is a subsidiary of Hashomer HaChadash (The New Watchman), which seeks to strengthen the connection between farmers and the Israeli society.",2,People,362,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoJuPq6wKDA,1,https://finder.startupnationcentral.org/company_page/sundo,Agricultural Volunteer Platform,"agriculture, agtech, community, mobile-applications, sdg, social-networks, social-platform, socialtech, volunteers",,https://en.sundoapp.com/,2018-02-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Released,b2c,,,SunDo,"SunDoapp,SUNDO AGRICULTURE SOCIAL NETWORK",,,Israel,515800258,,,
441,441,Aleinu,"Aleinu develops aeroponic farm facilities and systems. Its proprietary technologies are intended to increase the level of automation and efficiency in the farming process while eliminating many of the common problems of conventional farming, such as unpredictable weather, high land costs, and the need for long hours of outdoor labor by many workers.

Aleinus aeroponic systems and environmentally friendly greenhouses are designed to yield more produce and consume less water than traditional farms.",2,People,441,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwIyXk7YIDA,1,https://finder.startupnationcentral.org/company_page/aleinu,Aeroponic Urban Farming,"agricultural-structures, agriculture, agtech, crops, greenhouses, novel-farming-systems, sdg, smallholder-farms, soilless-agriculture, urban-farming, water-usage-management",,http://www.aleinu-herbs.com/,2010-01-01 00:00:00,Revenue Financed,0,,,,,,,,,1950-11-01 00:00:00,Released,b2b,,,,,,,Worldwide,513637199,,,
17,17,AloTok,"AloTok is creating a platform that aims to provide a warm, secure, and accessible community atmosphere where senior citizens can form meaningful relationships. AloTok's phone-call-based application creates connections between users based on language, availability, and shared fields of interests while using sound-based machine-learning technology to identify fraud and extortion.",1,People,17,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICA4LC5gZkLDA,0,https://finder.startupnationcentral.org/company_page/alotok,Social Network for Seniors,"communications, data-analytics, hospitals, insurance-companies, machine-learning, mhealth, mobile-applications, municipalities, paas, personalization, sdg, security, seniors, social-impact, social-networks, social-platform, voice-analytics",,,2019-02-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Alpha,"b2b2c,b2c,b2g",2019-11-01 00:00:00,ceased_to_operate,,Alo Tok,,,Worldwide,515988491,,,
407,407,Arcana Instruments,Arcana Instruments creates inclusive musical instruments that enable people with special needs to enjoy learning and playing music.,3,People,407,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoOOck7wLDA,1,https://finder.startupnationcentral.org/company_page/arcana-instruments,Musical Instruments for People with Special Needs,"accessibility, consumer-electronics, entertainment, medical-products, musicians, sdg, special-needs",,https://www.arcanainstruments.com/,2018-04-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Released,b2c,,,Arcana Guitar,,,,Worldwide,515825842,,,
19,19,H2Pro,"H2Pro has developed a production technology designed to enable wide-scale adoption of sustainable hydrogen fuel. Its core technology is based on research by the founding team at the Technion and resulted in the development of the Electrochemical  Thermally Activated Chemical (E-TAC) water-splitting technology.

E-TAC uses electricity to split water into hydrogen and oxygen. In this process, hydrogen and oxygen are generated separately in different phases: an electrochemical phase and a thermally activated chemical phase. In the electrochemical phase, electricity is consumed and hydrogen is generated. At the same time, the nickel-based anode is charged. In the thermally activated phase, the anode is heated up, spontaneously discharging it and releasing oxygen.",7,Prosperity,19,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICA4LLnmoEKDA,1,https://finder.startupnationcentral.org/company_page/h2pro,Hydrogen Fuel Production Technology,"alternative-fuels, automotive, cleantech, electrochemical, energy-efficiency, fuels, hydrogen, renewable-energy, sdg",,https://h2pro.co,2018-11-01 00:00:00,A,0,,,,,,,,,1950-11-01 00:00:00,R&D,b2b,,,,"E-TAC,ETAC",,,,515769099,8400000.0,8400000.0,
271,271,Catom Energy,"Catom Energy provides energy management and lighting control systems designed to help businesses reduce their energy consumption. By using the Catom Energy solution, organizations can reduce their light-energy consumption by more than a third while creating a greener environment.

Catom Energy has projects and installations with several companies and organizations worldwide, including Ford USA, Leyland Trucks, ISCAR, and Israels Airport Authority. The company has collaborated on these projects with leading integrators, such as GE Light Fixtures, Metrolight, and JBP.",7,Prosperity,271,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN79hf4KDA,1,https://finder.startupnationcentral.org/company_page/catom-energy,Energy Management Systems,"cleantech, commercial-sites, control-systems, energy, energy-control-and-management, energy-efficiency, energy-saving, enterprise-solutions, industry-4.0, lighting, manufacturing-facilities, operations-optimization, optronics, sdg, smart-city",,http://www.catom-energy.com,1998-09-01 00:00:00,Revenue Financed,0,,,,,,,,,1950-11-01 00:00:00,Released,b2b,,,CLMS,Minicy Catom,,,"USA, Israel",512675612,,,
53,53,Tal-Ya,"Tal-Ya Agriculture Solutions manufactures a polypropylene tray that covers a plant's root system, directing water and fertilizer straight to the root while simultaneously protecting the surrounding earth from weeds and extreme temperatures. Tal-Ya trays can help farmers save resources such as water, fertilizer, and weed killers.

Tal-Ya trays are environmentally friendly, reusable for up to 10 years, and recyclable. They eliminate the need for disposable plastic mulch along with the associated labor and pollution. In addition, the trays are fully compatible with drip irrigation and other types of watering systems, and can make use of rainwater and dew.

Tal-Ya was the runner-up in the 2015 Imagine H2O competition.",2,People,53,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgJ6Tz_AKDA,1,https://finder.startupnationcentral.org/company_page/tal-ya,Irrigation Tray,"agriculture, agtech, crops, eco-friendly, emerging-markets, irrigation, novel-farming-systems, plastics, sdg, temperature-control, water, water-saving",,http://www.tal-ya.com,2005-01-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2c",,,,"talya,Tal-Ya Agriculture Solutions",,,"Turkey, China, Chile, Worldwide, USA, Sri Lanka, India, Georgia",513939074,,,
220,220,Salamandra Zone,"Salamandra Zone provides patented air purification solutions. Through more than 15 years of cooperative research with top scientists at Hebrew University, Salamandra has invented an oxidizing chemical reaction that consumes toxic and poisonous gasses and converts them into safe and breathable air. This revolutionary technology addresses air treatment needs in the residential, commercial, and industrial sectors.

The companys vision is to affect the well-being and safety of urban communities by improving indoor air quality and providing lifesaving air treatment.",3,People,220,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6dyakJDA,1,https://finder.startupnationcentral.org/company_page/salamandra-zone,Air Treatment and Purification,"clean-air, cleantech, commercial-sites, construction, defense, emergency-response, evacuation, fire-detection, firefighting, homeland-security, manufacturing-facilities, municipalities, oil-and-gas-companies, personal-safety, pollution, public-safety, safety, sdg, smart-city",,http://www.salamandra-zone.com,2013-06-01 00:00:00,Revenue Financed,0,,,,,,,,,1950-11-01 00:00:00,Released,"b2b,b2b2c,b2g",,,"Com Air,C-AIR,HOME-AIR,B-AIR",,,,Worldwide,514988179,,,
491,491,Eastern Sphere,"Eastern Sphere is an independent power producer that transforms municipal and industrial waste into electricity, natural gas, compost, and other by-products. The company develops waste-to-energy facilities that can sell the by-products after processing.

Eastern Sphere transforms organic waste into sustainable clean energy, helping to eliminate the release of greenhouse gases and replacing the need for environmentally harmful landfills.

The company partners with various investors, banks, and other institutions to fund developments at the project level. Its primary business model is buildownoperate, in which long-term energy agreements are executed with national governments or electricity companies in advance of the projects.

Operating from Israel, Eastern Sphere is a subsidiary of Blue Sphere, which incorporated in the United States in 2012.",7,Prosperity,491,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwOOiw6wIDA,1,https://finder.startupnationcentral.org/company_page/blue-sphere,Transforming Waste into Clean Energy,"clean-environment, cleantech, electric-utilities, electricity, energy, environmental-quality, industrial-applications, manufacturing-facilities, municipalities, natural-gas, organic-waste, processing, recycling, renewable-energy, sdg, waste-tech, waste-to-energy, waste-water",,http://www.bluespherecorporate.com/,2007-01-01 00:00:00,Public,1,IPO,2010-03-01,2010 Q1,2010 H1,,OTC,agxzfmlsbGlzdHNpdGVyHAsSD0V4dGVybmFsX0VudGl0eRiAgOCI2oTbCgw,United States,2020-10-01 00:00:00,Released,"b2b,b2g",,,,"BlueSphere,EasternSphere,Blue-Sphere",Blue Sphere,United States,"Italy, Israel",514415702,,,
387,387,ASAP View,"ASAP View is developing an autonomous intubating device designed to minimize intubation failures through the use of image processing and robotics. The companys device will possess the intelligence and technical prowess of an experienced physician, thus enabling safe and precise intubation at all times, regardless of the operators training, capabilities, or resources.",3,People,387,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoMTZ6JwJDA,1,https://finder.startupnationcentral.org/company_page/asap-view,Autonomous Intubation Device,"emergency-medical-services, emergency-response, healthcare-providers, hospitals, imaging, medical-devices, respiratory, sdg",,http://asap-view.com/,2017-01-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,R&D,b2b,,,,"A.S.A.P,A.S.A.P View",,,Worldwide,,,,
186,186,Nimrod Industries,"Nimrod Industries is a manufacturer of components for solar and electric water heating systems, including storage tanks and thermal collectors.

The company has more than 400 licensed distributors throughout Israel and worldwide. Nimrods products are supervised by the Standards Institution of Israel, as well as the standards institutes of several other countries, including Spain, South Africa, Australia, and the U.S.
",7,Prosperity,186,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6OifwLDA,1,https://finder.startupnationcentral.org/company_page/nimrod-industries,Solar and Electric Water Heating System Components,"cleantech, electricity, energy, hotels, management-solutions, renewable-energy, sdg, solar-collectors, solar-energy, solar-thermal-energy, water-heating",,http://www.nimrod-solar.com/,1967-03-01 00:00:00,Established,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,,,,,"Asia, Israel, Spain, Australia",510924277,,,
85,85,Biovac,"Biovac develops and produces vaccines and pharmaceuticals to prevent and treat animal diseases. The company also produces vitamin preparations, disinfectants, and pest-control products.

Biovac invests heavily in research and development, and owns its own production laboratories, including a BSL3 laboratory and a Beta Lactam production alignment. Its production units are authorized and supervised by the Israeli Ministry of Health and Ministry of Agriculture.",2,People,85,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgJ7KkvUJDA,1,https://finder.startupnationcentral.org/company_page/biovac,"Veterinary Vaccines, Disinfectants, and Pesticides","agtech, animal-health, biotechnology, cattle, disease-management, livestock, pest-control, pesticides, poultry, sdg, supplements, vaccines, veterinary, vitamins",,http://www.biovac.co.il/BioVac/index.asp?DBID=1&LNGID=1&force=true,1989-12-01 00:00:00,Revenue Financed,0,,,,,,,,,51-200,Released,"b2b,b2c",,,"MENTHAGAL,CITRIGAL,Vir,Gyrovac,ATZMOGAL,Galsept,Virsal,Galoxid,ORGANIGAL,Virsin,BETAGAL,AMINOGAL,GALVIT,ELECTROGAL",,,,Worldwide,511430985,,,
18,18,yieldsApp,"yieldsApp developed a decision-support platform for optimizing pesticide use in agriculture. The company's system helps growers make decisions regarding pesticide use, application rates, timing, and efficiency.
The company's solution integrates real-time data from satellite imagery, weather conditions, crowd-sourced information, data from sensors, and agronomy know-how to provide farmers with concise and simple recommendations.",2,People,18,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICA4LCLxIcKDA,1,https://finder.startupnationcentral.org/company_page/yieldsapp,Decision-support Platform for Pesticide Use,"agtech, data-analytics, decision-making, farmers, pest-management, plant-protection, sdg, smart-farming",,http://yieldsapp.com/,2019-01-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Alpha,b2b,,,,yields App,,,Worldwide,,,,
318,318,Metzer Group,"Metzer Group is a kibbutz-based manufacturer of micro-irrigation products and various types of pipelines. The Metzer projects department also has expertise in agricultural and irrigation turnkey projects for greenhouses and open fields.

Among the companys products are SP pipes for cold and hot water plumbing and PE pipes for water infrastructure and telecommunications. Its unique drippers are designed with the widest dripper inlet filter and an innovative pressure-compensating mechanism for precise irrigation and clog-resistance with low-quality water.

Metzers HDPE infrastructure pipes comply with the most stringent international standards, making them a highly cost-effective and efficient solution for the long-distance transport of optical and electrical fibers, as well as for water, gas, and wastewater.",2,People,318,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN7q_cEIDA,1,https://finder.startupnationcentral.org/company_page/metzerplas,Drip Irrigation and Pipelines,"agriculture, agtech, cleantech, crops, drip-irrigation, farmers, fibers, government, industrial-applications, infrastructure, irrigation, irrigation-and-water-management, irrigation-systems, oil-and-gas-companies, pipes-and-pipelines, plastics, sdg, waste-water, water, water-systems",,https://www.metzer-group.com/,1970-01-01 00:00:00,Established,0,,,,,,,,,1950-11-01 00:00:00,Released,"b2b,b2g",,,,Metzer,Metzerplas,,Worldwide,511847261,,,
167,167,IDE Technologies,"IDE Technologies specializes in the development, engineering, construction, and operation of enhanced small to mega-sized sea and brackish-water desalination solutions, industrial water treatment, and water reuse solutions. The company has completed multiple large-scale membrane and thermal desalination projects.

IDE provides high-quality water to a wide range of customers including municipalities, mining and oil and gas industries, refineries, and power stations.",6,People,167,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6HwpQIDA,1,https://finder.startupnationcentral.org/company_page/ide-technologies,Water-treatment Solutions for Municipal and Industrial Applications,"cleantech, desalination, manufacturing-facilities, mining, municipalities, oil-and-gas-companies, power-plants, reverse-osmosis, sdg, waste-water, water, water-treatment",,http://www.ide-tech.com/,1965-01-01 00:00:00,Established,1,M&A,1980-01-01,1980 Q1,1980 H1,2500000.0,ICL,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgJ7Kku0IDA,Israel,201-500,Released,"b2b,b2g",,,IDE PROGREEN,"I.D.E Technologies,I.D.E.,IDE,IDEtech",,"United States,Chile,China,India,Australia","Americas, Israel, India, Taiwan, USA, Chile, Worldwide, Asia, Australia, China",520043910,,,
366,366,AcadeME,"AcadeME is a career development and job placement platform, providing an end-to-end management solution for academic institutions' career development and consulting centers.
With its search-and-match support system for employers and HR recruiters, AcadeME is also a job search and career development platform for students. The location-based job search allows users to choose their desired criteria and define the breadth and depth of search parameters.
",8,Prosperity,366,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoKKnhoAKDA,1,https://finder.startupnationcentral.org/company_page/academe,Career Development and Job Placement Platform,"academia, employment, enterprises, hr, job-search, location-based, professionals, recruitment, saas, sdg, search-engine, smb, students, web-platform",,http://academeusa.com,2014-09-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2c",,,AcadeME Career Development,,,,USA,515075034,,,
275,275,CureDiva,"CureDiva is a high-end shopping and community platform that addresses the lifestyle needs of women at every phase of breast cancer treatment.

CureDivas product-discovery platform exposes users to stylish products and solutions, while its blog network connects them with a dedicated community of peers from whom they can receive comfort and advice. ",5,People,275,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN79yuYLDA,1,https://finder.startupnationcentral.org/company_page/curediva,Online Shop and Support for Women with Breast Cancer ,"cancer, clothing, community, ecommerce, fashion, health-information, lifestyle, marketplace, online-shopping, personalization, recommendations, sdg, sharing, social-media, social-networks, web-platform, women",,http://www.curediva.com,2012-07-01 00:00:00,Seed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2c,,,,Cure Diva,,Canada,USA,514775022,2000000.0,2000000.0,
490,490,Yarok Microbio,"Yarok Microbio has developed a fast-testing technology for the fresh food industry. Its solution is designed to detect and count dangerous bacteria such as E. coli, listeria, and salmonella in food and safeguard producer interests, all through the use of conventional, off-the-shelf laboratory equipment.

Using a multidisciplinary approach, Yarok has developed a testing method to detect and count only live bacteria (colony-forming units) in 45 minutes, with final results within the timeframe of a production shift. By testing raw materials or food products before they leave the production facility, producers can help prevent product recalls while safeguarding consumer health.

The company has funded successful R&D projects (e.g. prototypes in use, third-party validations, patent filing, etc.) solely through revenue-generating prototype licensing and grants. Yarok was selected as one of the top five disruptors in food technologies in 2019 by the US Institute of Food Technologists.",2,People,490,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwOL35IMKDA,1,https://finder.startupnationcentral.org/company_page/yarok-technology-transfer,Rapid Microbial Testing for the Food and Agriculture Industries,"agriculture, agtech, bacteria, biotechnology, food-and-beverage, food-safety-and-traceability, foodtech, inspection-and-testing, laboratories, manufacturing-facilities, microbiology, postharvest, public-health, sdg",,https://www.yaroktt.com/,2014-01-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Beta,b2b,,,Yarok,Yarok,Yarok Technology Transfer,,Worldwide,515699601,85000.0,,
330,330,O2Waterator,"O2Waterator has developed a fish pond aeration system that is operated by water pressure rather than electricity, making it safe and simple to operate. The company's device is connected to a water pump outside the pond to provide the aerator with constant water-flow energy. The aerator's design enables it to move quickly, enriching the water with large amounts of dissolved oxygen.
In addition, because O2Waterator's aerator is made entirely of plastic, it is durable and light, offering a long product lifespan and easy deployment.
O2Waterator is part of the Hutchison Kinrot Incubator.",6,People,330,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgOXavYkKDA,1,https://finder.startupnationcentral.org/company_page/o2waterator,Water Pressure-based Aeration System for Fish Ponds,"agriculture, agtech, aquaculture, cleantech, energy-saving, equipment, fish-farms, industrial-technologies, sdg, water, water-treatment",,http://www.o2waterator.com/,2014-11-01 00:00:00,Seed,0,,,,,,,,,2020-10-01 00:00:00,Beta,b2b,,,,"Waterator,O2 Waterator",,,Worldwide,515161917,800000.0,800000.0,
410,410,Rilbite,"Rilbite has developed a healthy vegan substitute for minced meat. The meatballs are made from 100% natural vegetables, grains, legumes, and spices. The meat is also gluten free and does not contain industrial oil, adhesives, or processed chemicals.
The food has already been sold in restaurants and delis around Israel. The company is aiming to sell its products in supermarkets and eventually schools and kindergartens.",2,People,410,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoOXs38sJDA,1,https://finder.startupnationcentral.org/company_page/rilbite,Vegan Meat Substitute,"agtech, alternative-protein, consumers, diet, food-and-beverage, food-ingredients, foodtech, municipalities, natural-active-ingredients, non-gmo, nutrition, plant-protection, restaurants, schools, sdg, sustainable-protein, vegans, vegetarians",,https://www.rilbite.com/,2018-01-01 00:00:00,Seed,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2b2c,b2g",,,Rilbite,"RealBite,Real-Bite",,,Israel,515876480,540000.0,540000.0,
468,468,ADST Technologies,"ADST Technologies has developed an automated, safe, completely sterile, user-friendly, time-saving device for mass vaccination. ADSTs product is a disposable syringe device designed specifically to prevent the spread of disease. 

The needles are sterile until the moment of the injection, after which the device automatically replaces the needle, eliminating the possibility of reuse. The device also possesses an internal disinfection mode and meets the IP65 rating for external sterilization.

ADST Technologies is a subsidiary of Goldman Hirsh Partners.",3,People,468,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwLnl54MKDA,1,https://finder.startupnationcentral.org/company_page/adst-technologies,Mass Injection Devices,"agriculture, agtech, animal-health, clinics, disease-management, disposable, emerging-markets, hospitals, injection, livestock, medical-devices, medical-equipment, public-health, sdg, vaccines, veterinary",,http://www.adst.co.il/,2013-09-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,,,,,Worldwide,513455972,,,
259,259,MedAware,"MedAware solutions are designed to identify and prevent prescription errors in real time in order to save lives, improve patient safety, and significantly reduce healthcare costs. 

The companys patent-pending technology uses big data analytics and machine learning algorithms to analyze the large-scale data of electronic medical records to learn how physicians treat patients in real-life scenarios. Prescriptions deviating greatly from the spectrum of standard treatment patterns are flagged as potential errors, with high specificity and low alert fatigue.
",3,People,259,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN75rqIJDA,1,https://finder.startupnationcentral.org/company_page/medaware,Eliminating Prescription Errors,"alert-system, artificial-intelligence, big-data-analytics, crowdsourcing, data-analytics, decision-making, decision-support, digital-healthcare, doctors, drugs-management, emr, healthcare-providers, hospitals, insurance-companies, machine-learning, medical-data, medication, patent-pending, pharma-companies, risk-management, safety, sdg",,http://www.medaware.com,2012-05-01 00:00:00,A,0,,,,,,,,,1950-11-01 00:00:00,Released,b2b,,,"MedRAF,MedQC,MedAS,MedRIM",Med Aware,,United States,"USA, Israel, China",514760305,10810000.0,9800000.0,
285,285,pH2O Water Technologies,"pH2O Water Technologies provides comprehensive, sustainable water solutions that reduce, reuse, and reclaim wastewater and generate activated water for industrial processes. The company's process electronically adjusts and stabilizes the pH level in water to offer an array of solutions addressing water distress.

pH2O Water Technologies was founded with the objective of developing and producing a cost-effective and eco-friendly physical means of treating commercial, industrial, and municipal water and wastewater.",6,People,285,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN7RkdYLDA,1,https://finder.startupnationcentral.org/company_page/ph2o-water-technologies,Industrial Water and Wastewater Treatment,"cleantech, commercial-sites, industrial-water, manufacturing-facilities, municipal-water, municipalities, sdg, sludge-treatment, waste-water, water, water-recycling, water-treatment",,http://www.ph2o.net/,2007-01-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2g",,,"EC,EFS","pH2O,P H 2 0 WATER TECHNOLOGIES",,,Worldwide,513930156,,,
485,485,Mera Hawk,"Mera Hawk provides cloud-based remote fertigation systems and quality hardware for continuous data gathering from anywhere, regardless of climate conditions or terrain.

Mera Hawk is a collaboration of agronomists, engineers, and IoT personnel aiming to remotely monitor all phases of commercial plant growth.",2,People,485,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwO2J9owKDA,0,https://finder.startupnationcentral.org/company_page/merahawk-remote-monitoring,Remote Fertigation Monitoring,"agriculture, agtech, cloud, control-systems, fertigation, hydroponics, iot, precision-agriculture, sdg, sensors, smart-farming",,,2016-11-01 00:00:00,Bootstrapped,1,M&A,,,,,,,,2020-10-01 00:00:00,Released,b2b,2020-01-01 00:00:00,due_to_acquisition,,MeraHawk,,,Worldwide,,,,
464,464,AgroSolar Irrigation Systems,"AgroSolar is developing a solar irrigation system for use in areas not connected to the electrical grid. Its initial target market includes small-scale farmers cultivating one to two hectares in India and other developing countries.

AgroSolars solution is a piston-based solar-powered water-pumping system. The pump and other elements, such as a dedicated inverter/controller, are designed to optimally supply varying solar energy to the pump. The technology can be combined with drip irrigation or other microirrigation systems to allow grid-independent pumping, irrigation, and fertilization for improved yields.",2,People,464,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwL-lj9oLDA,1,https://finder.startupnationcentral.org/company_page/agrosolar,Solar Energy-based Irrigation Systems,"agtech, cleantech, emerging-markets, farmers, irrigation-and-water-management, irrigation-systems, pumps, sdg, solar-energy",,,2014-06-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,R&D,b2b,,,,"Agro-Solar,Agro Solar,AgroSolr",,,"Israel, India",515076990,557500.0,,
276,276,BioYome,"BioYome develops and distributes green productsto protect crops from pests and increase yields.
BioYome's products include LossQuito, a biological larvicide insecticide; SunRed, a natural promoter of fruit ripening and coloring; Folicist, a biostimulant of flowering and fruit set; pheromones & traps; a low pressure tree trunk injection device to provide essential nutrients, fungicides and insecticides into the trees vascular system; insecticidal and fungicidal organic detergent; and insecticidal organic soap.",2,People,276,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN7FvYcLDA,1,https://finder.startupnationcentral.org/company_page/bioyome,Green Products to Manage Pests,"agtech, biopesticides, crops, disease-management, eco-friendly, farmers, fungicides, herbicides, organic, pest-control, pesticides, pharma-companies, plant-protection, public-health, sdg",,http://www.bioyome.com/,2013-10-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,"Bio-50,Serfalit,Bioyome,BioGuard,Prodalia,Integrali,Bio T Plus,Magalit,LossQuito,SOF,CoDalia,CopperForce,TUTO,ACIDICATOR,SPANTO","Biome,BioHome,Bio Yome,Bio-Yome,Bio Home",,,India,514980507,,,
