Source,Company,About,SDGs,Location,Website,Founded,Employees,Industries,Stage,Business model,Funding state,10_goal,11_goal,12_goal,13_goal,14_goal,15_goal,16_goal,17_goal,1_goal,2_goal,3_goal,4_goal,5_goal,6_goal,7_goal,8_goal,9_goal
https://plusimpact.io/startups/mploy-1,mploy,"Save time with mploy - Fast, automated, insightful recruitment using AI. mploy is an AI powered recruitment platform for enterprises, which uses AI to automate the whole candidate hiring process, from scheduling and taking automated video interview to evaluating the best candidate for you. Ultimately saving months of time and mechanical workloads for recruiters. Its unbiased evaluation process gives equal opportunity to candidates and creates greater impact in society.","10_goal,",Frederiksberg,http://mploy.ai,2015,01-???,"IT & Software, SaaS, Service",Idea,B2B,Pre-seed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/evoplexus-medics,EvoPlexus Medics,"EvoPlexus Medics focuses on Precision Medicine and Individualised Healthcare solutions to provide deep patient insights that subsequently improve diagnosis. Our ultimate goal is to improve patient quality of life, make treatment and medication more precise and tailored to individual patients. By helping identify bottlenecks and improving healthcare treatment planning, we can significantly reduce healthcare-related costs for providers, patients, and society.","3_goal,",København,http://www.evoplexusmedics.com,2019,01-???,"Healthcare & Life Science, IT & Software, SaaS, Service",Product or prototype,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://plusimpact.io/startups/the-protein-directory-1,The Protein Directory,"We are startup founders, industry experts and scientists on the journey to create the future of proteins The Protein Directory is the world's largest protein startup database where founders, investors and corporations find each other.","12_goal,",Copenhagen,http://www.protein.directory,2019,01-???,Service,Product or prototype,B2B,Pre-seed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/frame,Frame,"Frame is at one time a method for process management of sustainable construction and a tool for sustainable design. Frame is a digital platform that makes it possible to work qualitatively and simply with sustainability criteria from idea to operation. Instead of waiting to measure and assess the sustainability of the building, the knowledge and criteria for sustainability could be integrated from the beginning of the construction process and create more sustainable value for money. Frame is based on the integration of sustainability into the industry's known phase model, so that sustainability becomes concrete, clear and accessible to all the actors involved in all phases from idea to operation.","11_goal,",København,http://openframe.org,2014,???-50,"IT & Software, Science & Engineering",Go to market,B2B,Pre-seed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/aio,aio,"aio is your personal guide to better health and well-being. Through short daily conversations, and challenges, aio will help you create healthy habits in the areas of Rest, Drink, Breathe, Eat, Move and Mind. aio contains all the fundamental tools to create lasting changes and habits that sticks. Always there to motivate and support you on your journey of personal growth.","3_goal,",København,https://aio.guide/,2018,01-???,Healthcare & Life Science,Go to market,B2C,Pre-seed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://plusimpact.io/startups/upteko-1,Upteko,"Upteko´s vision is to improve the maritime sector by applying fast-growing drone technology. Our agile approach is an essential part of our development; in our projects, we adapt to the needs of our customers and collaborators throughout every step of the process. UPTEKO is developing a complete drone system to live on ships. The drone completes a series of autonomous tasks for the crew and assists in making operations of a ship safer and more efficient. The overall goal is to ensure continued optimization which includes safety, less downtime, cost reduction, and uniform documentation, but we are always looking for new possibilities of creating value for the maritime industry.","9_goal,",København,http://www.upteko.com,2018,01-???,"Energy & Greentech, IT & Software, Maritime & Transport",Product or prototype,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://plusimpact.io/startups/kring-1,KRING,"We co-create new sustainable ventures together with bold entrepreneurs and leading corporate players who are dedicated to build a positive future together. KRING is a co-creation service provider, which is on a mission to build impact companies within the UN's Global Goals on Health & well-being and energy. And we think there is a better way to do it. KRING is not a traditional VC firm. We are not an incubator or accelerator. We are hands-on Co-Founders - utilising our corporate collaborations and network. We work from the idea stage until launch and scale. KRINGs venture assessment is the first simple step to co-create. It creates a good basis for the further dialogue in how we smartest create the greatest possible impact together.","9_goal,",København,http://www.kring.com,2011,01-???,"Energy & Greentech, Healthcare & Life Science, IT & Software, SaaS",Growth and expansion,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://plusimpact.io/startups/rodinia-generation-1,Rodinia Generation,"At Rodinia, we believe that innovative technology is the key to drive sustainable growth, economically as well as environmentally. Rodinia wants to not only tackle social and climate change challenges, but more importantly help the fashion industry to realize the vast potential of doing so. By making a stronger case for climate and social responsibilities as drivers for economic benefits, the industry can unlock the much greater speed and scale of action that is required to sustain a healthy planet and a healthy business without compromising the other. The technology allows for the same costs whether the production batch consists of 300 identical or unique designs. Sustainability, a strong drive, and a visionary mindset are the fundamental values connecting all Rodinia’s enthusiasts that work towards a common goal: to change the way we make fashion.","12_goal,",København,http://rodiniageneration.io,2017,01-???,"Consumer Goods, SaaS",Product or prototype,B2B,Seed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/rocket57,Rocket57,"Rocket57 is startup accelerator for Marin Biotech and IT startups. Rocket57 is Northern Europe's first Incubator and Accelerator hub within Marin Biotech and IT for early-stage and mid-phase startups. Rocket57 offers the most critical resources needed to lift a startup - EVERYTHING what a startup needs under one roof. Our vision is to establish the globally preferred development Incubator and Accelerator for idea / business development and commercialization, for established companies and startups in Marin Biotech and IT, as well as similar commercial research, applied science, technologies, products and services.","9_goal,",Svendborg,http://www.rocket57.co,2018,01-???,"Consumer Goods, Education, Energy & Greentech, Media & Entertainment",Growth and expansion,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://plusimpact.io/startups/incept-sustainability-1,Incept Sustainability,"We are creating a new way for organisations to start implementing sustainability by making sure that everyone is included and empowered in the transformation. Incept Sustainability is an online learning and analytics site with simple and easy guides introducing topics within the field of sustainability. These guides are designed to be shared and taken by an entire organisation ensuring that everyone are included in the discussion. All our learning material are interactive and focus on the work of the individual employee, we can therefore use it to collect insights, feedback and ideas from all corners of the organisation. We use this to create a roadmap with concrete action that can an organisation further. To make our material we use high level sources, academic confirmation and heavy user testing to ensure that the guides communicates the topic as well as possible. It has been clear for a while now that sustainable growth this is not a job for few the but for the many - yet programmes often only include and teach a few. That's where Incept Sustainability steps in.","9_goal,",Kongens Lyngby,http://www.inceptsustainability.com,2019,01-???,"Education, IT & Software",Go to market,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://plusimpact.io/startups/octarine-1,Octarine,"Octarine harnesses synthetic biology to develop functionally superior cannabinoid and psilocybin derivatives. Our mission is to improve the health and well-being of people worldwide. Using our unique biosynthetic platform we engineer microorganisms to produce a range of natural and novel cannabinoid and psilocybin derived molecules with improved pharmacokinetic and therapeutic properties. We make super molecules! Improving on what nature already offers in ways that aren’t feasible with traditional organic chemistry. We have developed proprietary enzyme platform technologies to efficiently modify molecules, and fermentation platforms to effectively scale-up production. Want to know more?","3_goal,",Frederiksberg,http://www.octarinebio.com,2018,01-???,"Consumer Goods, Healthcare & Life Science, IT & Software",Product or prototype,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://plusimpact.io/startups/seaborg,Seaborg,"We are making nuclear an inexpensive, sustainable and safe technology that can out-compete fossil fuels and revolutionise energy markets. Seaborg is developing a nuclear reactor technology fundamentally different from what exists today. Compact Molten Salt Reactor, the CMSR, is safe, significantly smaller and new type of nuclear reactor which is better for the environment, and inexpensive even compared to fossil fuels. In the CMSR, fuel is mixed in a liquid salt that acts as coolant. This ensures it can always be cooled and it cannot melt down or explode. It will simply shut down by itself in case of an emergency. Seaborg is rethinking nuclear ad making it sustainable. Above all, Seaborg is working to provide abundant, affordable and sustainable energy available to all.","7_goal,",København,http://seaborg.co,2015,???-50,"Energy & Greentech, IT & Software",Growth and expansion,B2C,Series A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://plusimpact.io/startups/myinnerme,MYiNNERME,"MYiNNERME is digital family therapy. An app that helps children and young people (age 8-16 years) to cope with difficult emotions - with the support of their parents. - Gitte, mother to eleven-year-old Rasmus: ""I think it was a really great tool for helping us to get talking about some of our emotions... It is major issues to discuss and the app provided us with a mutual language we could use."" ** THE BEST FAMILY THERAPY APP ** Dealing with a child who is struggling all on your own can seem hopeless, and finding help can seem even more impossible. But help is within your reach, and MYINNERME is a good place to start. MYINNERME is digital therapy for children and young people who are ready to face those difficult emotions head-on in order to feel better about themselves. Additionally, the app is for parents who want to support their children and help them cope with their challenges. Because when children and young people are struggling they need help from their family in order to face those difficult emotions. The courses in the app are aimed at children and young people between the age of 8-16 years, and as a parent your login will give you guidance in how to help your child cope with their struggles, meanwhile the child will in their app work through a playful and research-based course on topics such as: • Anger • Bullying • Grief • Shyness (social anxiety) When parent and child download the app, you can in cooperation make the child thrive again. The app is perfect for people with a child that don’t need therapy but they require help and advice on how to deal with their child's problems. For people who prefer the 100% flexible and confidential help you get through the app. And it’s ideal for people who have been on a waiting list for a consultation with a Child and Adolescent Therapist for far too long. The app, which is developed by a child psychologist with 10 years of experience, can also be used as a supplement to an ongoing treatment. ** SAY HI TO US ** We would like to hear about your MYiNNERME experience. Don't hesitate to contact us on our social media if you have any feedback or questions: • Facebook - https://www.facebook.com/myinnermeapp/ • Instagram - @myinnermeapp .. or send us an email at hello@myinnerme.com","3_goal,",Hellerup,http://www.myinnerme.com,2018,01-???,"Education, Healthcare & Life Science, IT & Software",Go to market,B2C,Bootstrapping,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://plusimpact.io/startups/hamsto-1,Hamsto,"Say goodbye to expensive storage rooms or make money in unused space. Are you missing a place to store your stuff? Let HAMSTO help find the right solution for you and your needs. Together we can take advantage of the space we already have. Hamsto is a Danish-owned company that provides contact and security between the landlord and tenant of storage and parking. As a tenant, you save money compared to expensive storage at established warehouses, and as a landlord, you can earn an extra penny in the space you do not use anyway. HAMSTO provides storage between private clients and landlords. Storage at HAMSTO is flexible as the user and landlord jointly agree on the time horizon, price and availability framework. Book, order, pay and make an appointment with your new landlord who will safely look after your belongings.","11_goal,",Albertslund,http://www.hamsto.com,2017,01-???,IT & Software,Go to market,B2C,Pre-seed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/arm-studio-1,Jacob Hilmer Architecture,"Jacob Hilmer Architecture has created a new and simple way to create new and unique architectural pieces, which are rationally designed. They offer the ability to handle and modify complex geometry, thereby creating new architectural expressions and rationally producing shapes that previously required great craftsmanship. Jacod Hilmer Architecture helps to create mass customized and unique architectural pieces instead of mass produced ones.","12_goal,",Frederiksberg,https://jharch.dk/,2015,01-???,IT & Software,Growth and expansion,B2B,Pre-seed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/pendlr,Pendlr,Pendlr – everyday ridesharing made easy. Reducing the endless stream of single-occupant vehicles with ride-sharing requires little effort and change. Vehicles are already available in abundance and transport patterns are often uniform going one direction in the morning and returning in the afternoon. What is needed is an efficient service that can connect people with an absolute minimum of hassle and administration – we have done our very best to support your needs with Pendlr.,"11_goal,",Sønderborg,https://www.pendlr.app,2012,01-???,"Energy & Greentech, IT & Software, SaaS",Go to market,B2C,Pre-seed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/canopylab-1,CanopyLAB,"CanopyLAB is a EdTech company which has built an Ai-powered social learning platform for corporate training. CanopyLAB offers both white label solutions for educational institutions and organizations as well as a free, global learning solution for leading NGOs. The educational & learning platform offers users access to the learning community and scale learning pathway for new users or employees. CanopyLAB wants to change the way we learn by focusing on virtual learning environments, social media, and empowerment through learning. This way they help to scale pre-boarding and on-boarding activities for new employees or volunteers.","4_goal,",Hvidovre,http://www.canopylab.com,2015,???-50,"Education, Media & Entertainment, IT & Software, SaaS",Growth and expansion,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://plusimpact.io/startups/trebo-1,Trebo,Trebo is a cleantech startup developing a scalable and cost-effective technology for plastic sorting. Trebo allows the plastic industry to reduce its carbon footprint by enabling access to sorted recyclable materials! The award winning technology is able to separate mixtures of different plastic types with a separation quality of +98%. The technology is developed at the Technical University of Denmark and the two founders Andreas Leth Bockhoff and Thomas Trebbien are striving to provide the plastic industry with better sorting options.,"9_goal,12_goal,",Søborg,http://www.trebo.dk,2017,01-???,"Energy & Greentech, IT & Software",Product or prototype,B2B,Pre-seed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://plusimpact.io/startups/luxc-1,LuxC,"LuxC is developing an Augmented Reality solution for professional transport fleets and emergency services to enhance road safety by delivering mission critical information directly within the field of view of the driver and providing Night Vision. The fully connected, 5G-ready, infrared sensor technology allows for real-time interfacing between driver and HQ without compromising road safety. Their product improve the situational awareness of the driver by delivering mission critical information directly to the eyes of the driver. LuxC was founded with a mission to save lives by advancing Augmented Reality solutions for the professional automotive fleets.","9_goal,",Kongens Lyngby,http://www.luxc.tech,2019,01-???,IT & Software,Product or prototype,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://plusimpact.io/startups/unitio-1,Unitio,"Unitio is a modern and intuitive intranet software that connects and engages employees to drive productivity and efficiency through personalized, social, and timely content.","8_goal,",Aarhus,https://unitio.dk,2010,01-???,"IT & Software, Service",Idea,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://plusimpact.io/startups/pelechecoco-1,Pelechecoco,"Pelechecoco is a sustainable fashion brand that sources vintage leather from around the world, chop up the vintage pieces and then carefully match the leather together to create a brand new leather jacket crafted responsibly by using sustainable materials. Pelechecoco produces sustainable leather jackets with the aim to save +30.000 litre of water per jacket. That's over 40 years of drinking water per person. All leather jackets are made from post-consumer waste, turning otherwise discarded clothing into new beautiful looking pieces. Pelechecoco makes their products a far more sustainable alternative to the average newly produced leather jacket. Pelechecoco is not about reinventing fashion, rather about reinventing the way we think about fashion, educating the consumer on the resources we can reuse rebooting iconic styles, updating them slightly to fit with the times, we want to move in a greener direction.","12_goal,",København,http://www.pelechecoco.com,2011,01-???,"Consumer Goods, Energy & Greentech",Growth and expansion,B2C,Pre-seed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/go-impact-1,Go Impact,"Go Impact is a task platform that connects voluneers and NGOs to solve minor tasks within the UN's goal of sustainable development. The platform connects volunteers to environmental and social responsibility taskas while offering NGOs cheap marketing and CSR. The tasks are solved voluntarily by volunteers based on their interests, skills and demographics. With Go Impact platfor, it is inexpensive and efficient to solve minor tasks within the UN's Sustainable Development Goals (SDG), focusing on environmental and social responsibility.","11_goal,",København,http://www.go-impact.co,2018,01-???,Consumer Goods,Product or prototype,B2B,Pre-seed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/minlandsby,MINLANDSBY,"MINLANDSBY is a digital community for villages throughout Denmark. Minlandsby offers a Village App for locals and tourists to navigate the village's activities quickly and easily. My Village is a company that focuses on, how the villages can be preserved and expeienced by both visitors and locals.","11_goal,",Holstebro,http://minlandsby.dk,2015,01-???,"IT & Software, SaaS, Service",Go to market,B2B,Pre-seed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/spotly-1,Spotly,Discover and share short-term showroom spots - Discover a spot for your next pop-up or share your space to tell new stories. Spotly is a new proptech platform for short-term showroom spaces launching in August 2019. We connect showroom spots down to 1m2 with people who will love them. Share your spot or rent one. We believe even the tiniest space can be of value to others.,"11_goal,",København,https://spotly.co/,2018,01-???,Service,Go to market,B2B,Pre-seed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/fluidtech-1,FluidTech,"Low-Temperature Heat Recovery. In FluidTech, we are working towards the goal of recovering low-temperature heat. Furthermore, we provide the technology to efficiently use heat and transform it into high grade electricity in the process. FluidTech was born with the vision to provide sustainable power generation from waste energy sources. During the past year, we have developed this vision and transform it into reality. Despite all the research during the past years, only a few solutions implemented in real scenarios; which they have proved the feasibility and reliability of such solutions. FluidTech aims to change the current scenario of low-grade waste heat, to provide also products for low power output for certain industries and households connected to a local district heating network.","7_goal,",Aalborg,http://www.fluidtech.dk,2018,01-???,"Energy & Greentech, IT & Software",Product or prototype,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://plusimpact.io/startups/zenith-1,Zenith,"Zenith is a general trading organization that imports and exports a select range of products. Through partnerships with some of the best global producers, we offer services and goods of the highest value in terms of quality, price and sustainability. We are committed to the environment – in nature, cities, at home or work – and our selected products verify this. We strive to deliver the best quality products at competitive prices, which will in turn improve our surroundings. At Zenith, we also focus on providing global connections between individuals and businesses. Our team of professionals offer consulting and support services to assist entrepreneurs and companies in understanding and seizing their market opportunities.","9_goal,",København,http://www.zenith-mgmt.com/,2018,01-???,"Consumer Goods, Healthcare & Life Science, IT & Software",Go to market,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://plusimpact.io/startups/zeaeye-1,ZeaEye,"ZeaEye saves lives by reducing rescue time drastically in case of an emergency at sea. It does this by delivering instant, automatic positioning to SAR- and Coast Guard authorities. It is ZeaEye’s belief that one lost life at sea is one too many when it can be prevented. Next milestone involves developing machine learning/algorithms, Finishing HW/FW, then preparing for product launch.","3_goal,",Gentofte,http://zeaeye.com,2016,01-???,"Consumer Goods, IT & Software, Maritime & Transport",Go to market,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://plusimpact.io/startups/what-the-block-1,What The Block,"What The Block brings together the best of Design and Blockchain. We run Workshops to help you learn about the potential of Blockchain, host Events with inspirational speakers, and offer Project Advisory to help you uncover the value of Blockchain technology, develop meaningful concepts, and create positive impact. We blend tools, process, and prototyping to define new capabilities leveraging Blockchain, bringing fresh opportunities and ideas to a complex topic that few truly grasp. We collaborate with you and your organization to tackle challenges using Design Thinking to develop meaningful and impactful innovations.","3_goal,",Copenhagen,https://whattheblock.org,2018,01-???,"Education, IT & Software",Growth and expansion,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://plusimpact.io/startups/wattsup-power,WattsUp Power,"WattsUp Power – revolutionizing energy storage in the world. WattsUp Power designs, develops and distributes advanced high-quality energy storage systems for domestic consumers and industrial customers, both with varying needs for energy storage and power distribution requirements. WUP focus its activities in Europe, the United States, Asia Pacific, and South America.","7_goal,12_goal,13_goal,",Hvidovre,http://wattsuppower.com,2014,01-???,"Energy & Greentech, IT & Software",Product or prototype,B2B,Pre-seed,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
https://plusimpact.io/startups/the-2nd-edit-3,The 2nd Edit,"2ND EDIT, the most stylish Nordic marketplace for pre-owned luxury and designer fashion. Buy, sell, share! 2ND EDIT was launched in 2015 by a team of 3 founders who recognized the need for an online platform that allowed people to buy and sell luxury pre-owned fashion. 2ND EDIT creates a unique environment where all items are authenticated and checked before reaching the buyer, thereby eradicating the risks of purchasing counterfeits, mis-selling or mis-pricing items.","12_goal,",København,http://www.the2ndedit.com,2015,01-???,Consumer Goods,Growth and expansion,B2C,Seed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/teamwork-family-1,Teamwork Family,"Teamwork Family is a co-parenting app to make the best out of a difficult divorce. Teamwork Family co-parenting app guides you through the many dilemmas that will rise, when a couple decides to part ways in life. We will establish the framework for a fair and controlled division of your common life - including both property as well as your children. Additionally, we will help you keep track of expenses and legal issues making sure you can focus on what is most important - your children.","3_goal,",København,http://TeamworkFamily.com,2016,01-???,"Fintech, IT & Software, SaaS, Service",Go to market,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://plusimpact.io/startups/sustainia-1,Sustainia,"We advise on sustainability communication & transformation Sustainia is a global sustainability consulting company, headquartered in Copenhagen with a presence in Chile and China. Since 2009, the mission of Sustainia has been to change mindsets and narratives around sustainability through impact communication and fact-based storytelling. Armed with mindsets, strategies, and solutions, Sustainia advises organisations large and small on how to create enduring sustainability transformations required in order to stay relevant in an ever-changing world.","8_goal,9_goal,",København,http://sustainiaworld.com,2009,01-???,"Education, Energy & Greentech, Fintech, IT & Software",Growth and expansion,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://plusimpact.io/startups/spiio-1,Spiio,Data From All Your Greens at Your Fingertips. Spiio is the company with the most plants connected to the internet. We achieve our vision by helping the green industry increase productivity and sustainability by providing actionable data from the field and integrate with the tools and systems used in the green industry.,"3_goal,",Aarhus,http://www.spiio.com,2015,01-???,"Energy & Greentech, IT & Software, SaaS, Service",Growth and expansion,B2B,Seed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://plusimpact.io/startups/skidos-labs-1,Skidos Labs,"We are like “Netflix for learning games”. Our library of educational apps help children learn while they play cool games on their mobile devices. We assist parents and teachers to make mathematics fun, reading a habit & coding a cool activity for kids. Let your child learn as they play games. SKIDOS educational games help improve math accuracy, build vocabulary and develop an early interest in coding.","4_goal,",København,http://www.skidos.com,2015,???-50,"Education, Media & Entertainment, IT & Software",Growth and expansion,B2C,Seed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://plusimpact.io/startups/safeonline-1,SafeOnline,"We create trust between people and companies by providing solutions that give an overview, offer security and foster a data ethical way of sharing personal information. Connected solutions: - A SaaS solution to automate all your privacy requests - Share and request sensitive data securely via email - Manage who has access to your personal data","16_goal,",København,https://www.safeonline.eu/,2017,01-???,IT & Software,Go to market,B2B,Pre-seed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/resecond-1,RESECOND,"Resecond is your joined dress closet. A shared walk-in closet where you give the nice dresses that you no longer use to others. So others can love them, and you can take one of the community's dresses home. A dress for a dress. Come by with a few dresses and get started. New dress for the weekend? Switch to a new one. Change style every week. Watch out for the climate. Go ahead as a beautiful example. Only 199, - a month for all the dresses you can wear - and they can always be changed!","12_goal,",København,https://resecond.com/,2012,01-???,"Consumer Goods, IT & Software, SaaS",Go to market,B2C,Pre-seed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/rahandel-1,Råhandel,"We create transparency for you of the manufacturers behind the goods as you eat at the restaurants and shop in the shops. Our goal is to change the established industry-focused food system and create optimal growth conditions for small food producers. We want to increase the diversity of food and make it easy for restaurateurs to trade directly with small producers across borders. This should provide the basis for several sustainable foods created under fair working conditions, focusing on soil-to-table transparency.","12_goal,",Roskilde,http://raahandel.dk,2016,01-???,"Consumer Goods, Media & Entertainment, IT & Software, Maritime & Transport",Growth and expansion,B2B,Pre-seed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/porcovision,PorcoVision,"Intelligent Monitoring of Pigs. Automate your manual monitoring of farrowing sows, giving one extra surviving piglet per litter and better animal welfare. We are an AI-Tech company based in Odense, and we believe in the power of data. Our vision is to enable farmers to take advantage of the enormous amount of data in the pig stables, to support and improve production management and animal welfare. PorcoVision enables farmers to save million of piglets by using AI in pig productions. Our product improves animal welfare, increases the revenue for the farmers, and lowers the carbon footprint of the meat production.","12_goal,",Odense,http://www.PorcoVision.com,2018,01-???,"IT & Software, SaaS",Go to market,B2B,Pre-seed,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/planethappy-1,PlanetHappy,"We have started Planet Happy as part of our own personal journey to become more conscious consumers in a world that screams for both growth and green change. We believe that it is possible for Denmark not only to live up to the goals set in the Paris Agreement, but also to make it even better. But that doesn't happen by itself. If we are to avoid climate scientists' worst nightmares, we will have to radically change the way we think and act and rethink the structures we have in our society. Change is a prerequisite for future generations to have a place on the globe - and as always with change, someone has to lead the way. In such a privileged society as Denmark (although we are certainly not flawless), we believe that it is our responsibility to take the lead. Our responsibility - the Danish politicians, the Danish companies, the Danish civil society, and not least all of us ordinary people who collectively can make a difference.","17_goal,",København,http://www.planethappy.org,2018,01-???,Media & Entertainment,Idea,B2C,Pre-seed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/obtek-1,ObTek,"The team behind ObTek has discovered that almost no one washes their hands well enough. That is why we have developed Ob-1, a product there automatically improves the quality of washing hands.","3_goal,",Frederiksberg,http://www.obtek.dk,2018,01-???,IT & Software,Product or prototype,B2B,Pre-seed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
https://plusimpact.io/startups/obital-1,Obital,Obital has developed the world's most affordable and accessbile eye-tracking software. No complicated calibration or external hardware required. Running on any regular smartphone. Create your own eye tracking enabled apps. Obital SDK allow developers to create apps utilizing eye tracking data or interaction with just a few lines of code. Works with your everyday devices. No calibration needed. No additional hardware required. Analyze user behavior through their eye movements. Generate heatmaps and gaze plots to follow their attention and stream of thoughts. Identify regions of special interest to the user and visualize your findings to improve decision making. Easily add advanced eye control into any application. Ensure great user experience while maintaining robustness and effect for the user. We make sure user interaction is consistent across devices and platforms.,"10_goal,",København,http://www.obital.io,2017,01-???,"Healthcare & Life Science, IT & Software, SaaS",Product or prototype,B2C,Pre-seed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/nordsense-1,Nordsense,"Making the world’s waste collection greener, cleaner and smarter. Reduce collection costs and emissions by 50% and eliminate overflowing waste. Nordsense has created a complete end-to-end waste management solution. We optimize the trash collection process by monitoring container levels, applying advanced data analytics, and delivering need based turn-by-turn directions to a driver. Nordsense offers a unique, easy to use, efficient, cost-effective and scalable smart waste solution for cities, waste operators, and trash haulers. The Nordsense solution provides a positive environmental impact by reducing both the number of vehicles on the road and fuel consumption, as well as preventing unattractive and unsanitary overflowing bins.","11_goal,",København,http://www.nordsense.com,2015,???-50,"Energy & Greentech, IT & Software",Growth and expansion,B2B,Seed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/nordetect-1,Nordetect,"Actionable farm fertility levels within minutes. Improve yield, save cost and avoid environmental contamination from fertilisers with our rapid nanosensor. We enable true data-driven and adaptive farm practices. With Nordetect, farm managers and agricultural service providers can remove risk and use valid data that is easy to understand and implement to ensure impressive harvests. With near-realtime analysis, ease-of-use and a cost-reduction of around 70%, the barriers for continuous use of nutrient data in farm management are gone. We have developed a proprietary technology, that does chemistry-based target molecule quantification in record time. The versatile nature of our product suite allows us to help not only the agricultural and environmental industry, but also companies in other domains in need of rapid nano-sensing.","15_goal,",København,http://nordetect.com,2016,01-???,"Energy & Greentech, IT & Software",Go to market,B2B,Bootstrapping,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/montem-1,MONTEM,"Building the cities of the future. MONTEM develop intelligent infrastructure for different sectors on municipality and national levels. We are specialized in developing research-based, high resolution and low-power sensor networks for digitalizing existing infrastructure. We create the fabric of the intelligent city.","11_goal,",Brabrand,https://www.montem.io,2016,01-???,"Energy & Greentech, IT & Software, SaaS",Growth and expansion,B2B,Pre-seed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://plusimpact.io/startups/m-payg-1,M-PAYG,The pay-as-you-go solar energy system for families in the developing world. M-PAYG is a provider of high-quality prepaid solar energy systems for the developing world. Our systems allow off-grid low-income households and businesses to access solar energy through small-scale mobile repayments. To use the system you unlock it through weekly or monthly mobile repayments. Our mission is to offer the best tailored energy solutions to people without.,"7_goal,",Copenhagen,http://www.mpayg.com,2013,01-???,"Energy & Greentech, Fintech, IT & Software",Growth and expansion,B2B,Bootstrapping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
