,Company,Source,SDG Goal,About,Twitter Handle,linkedin
,http://quini.no/,Rainmaking,3,,,
,http://radiobotics.com,Rainmaking,3,"Radiobotics is an award winning Danish startup company with a focus on developing algorithms for hospitals to automate reading of x-rays of bone and joints. Since incorporation in 2017, Radiobotics has experienced strong traction, having raised a total of $4m to date, grown their team and have their first product CE-marked.",,
,http://ravenbiosciences.com,Rainmaking,3,,,
,http://sally-r.com/,Rainmaking,3,,,
,http://tadamedical.com/,Rainmaking,3,,,
,http://tendoforpeople.se,Rainmaking,3,,,
,http://themealplanner.com/,Rainmaking,3,,,
,http://tiimo.dk,Rainmaking,3,,,
,http://visikon.com,Rainmaking,3,"Visikon operates in the intersection between creative audio-visual communication, cutting edge technology, clinical health care and scientific research. The result is innovative solutions with the potential to revolutionise health communication.

Our team consists of a diverse combination of various industry expertise; from clinicians, computer scientists and animation designers to health anthropologists, product designers, innovation and business developers.

Our core competencies
We specialise in providing end-to-end digital health communication. By combining technology with clinical knowledge and animated narratives, we are able to help healthcare professionals educate patients and healthcare consumers in new ways.

Our primary focus is to build long-term partnerships and deliver high-quality solutions and services to benefit across hospitals, primary healthcare, governments, health insurance, life science and non-profit organisations.


",,
,http://www.alenvi.io/,Rainmaking,3,"A company with a mission, Alenvi acts in the service of a raison d'être and statutory objectives:
HUMANIZE THE SUPPORT OF PEOPLE WHO NEED HELP OR CARE, BY VALUING PROFESSIONALS AND RECONCILING THE HUMAN AND ECONOMIC CHALLENGES OF THE SECTOR.
Continuously improve the working conditions of support professionals.
Use dialogue, subsidiarity (maximum autonomy for professionals) and access to training to reinvent support professions.
Breaking social isolation and creating human links around the audiences we support.
Provide access to Alenvi's innovations to all audiences, whatever their resources.
Co-construct transparently solutions to transform the sector and contribute to the movement of organizations serving the common good.
Cultivate sobriety and minimize the environmental impact of our actions.
Build your business model around its mission

A SOCIALLY USEFUL COMPANY (ESUS) TO RECONCILE THE HUMAN AND ECONOMIC CHALLENGES OF THE SECTOR

We are testing new action formats that we share with the sector to increase their impact:

an organizational model and tools focused on autonomy
a solidarity rate that adapts to the resources of each beneficiary
a shared governance
mobilizing social impact investors such as Phitrust, NovESS and 123 IM.
the co-creation of the Collectif l'Humain first to share our good self-management practices with other organizations.
Be an agent of change in your sector
ACTIVATE TO PROMOTE THE PROFESSIONS OF OLD AGE AND THE ELDERLY IN OUR SOCIETY

The conditions in which the professionals of old age work are not aligned with the reality of their profession made of empathy and responsibility. The survey that we carried out among 1,100 carers from all over France in April 2020 notably made it possible to confirm how much the Coronavirus crisis is a magnifying mirror of the difficulties they encounter in the daily exercise of their profession.

This is how the We, Auxiliary! , initiated by 43 carers and 24 leaders of home help structures of which we are part, to propose 4 concrete measures to immediately and now revalorize the profession of carer.

More broadly, we are convinced that recognizing the role of carers with the elderly and giving them the means to fully exercise their profession by creating an inseparable care sector alongside the care sector is a necessity for build the bond society we want.

Discover the note for the advent of a caring sector
Measure your social impact to develop it on a large scale
Measure your social impact to continuously improve
A POSITIVE SOCIAL IMPACT TO BE DEVELOPED ON A LARGE SCALE

By carrying out a first impact study in 2018, Alenvi was able to show that promoting the profession of caregiver and recognizing the power and responsibility of those who support the elderly is possible and desirable as it creates social value.

Not finding an adequate tool to measure the alignment of working conditions with the human dimension of the caregiver profession, Alenvi created the Human Alignment Index in 2019 to advance the sector as a whole.",,
,http://www.algaenergy.es,Rainmaking,3,,,
,http://www.beddit.com,Rainmaking,3,,,
,http://www.betterdoctor.com,Rainmaking,3,,,
,http://www.bloodlink.life,Rainmaking,3,"BLOOD IS LIFE
Blood sufficiency is not solely about increasing donations. It is also about using donated blood most effectively. Bloodlink streamlines the sourcing and exchange of blood by connecting all stakeholders on one online platform.
Finding blood is an exhausting process. With almost 2800 blood banks in India, it is also a daunting task. BloodLink connects blood banks together to ensure the right blood gets to where it is most needed.",,
,http://www.buddyhealthcare.com,Rainmaking,3,"Our Mission
Enhanced surgery experiences and outcomes
At Buddy Healthcare, we help our customers drive a 5-star patient experience. Our dedicated team works day-in and day-out to transform pre- and post-surgical care together with our customers. We want to solve the most significant problems hospitals, clinics and patients are facing in surgeries: patient adherence to treatment, late cancellations and no-shows, administrative work and care quality. 

Care personnel doesn’t know how their patients are doing before, and after surgeries, they don’t have tools to monitor patients and receive up-to-date health information, and they spend an extensive amount of time on communications and paperwork. Vice versa, patients don’t want to be any more bystanders in their own treatment. They want to participate in decision-making actively, receive easy-to-follow timely instructions and support and always know what will happen next in their care path.

 ",,
,http://www.cuidum.com/,Rainmaking,3,"Cuidum
We are a home care company that was born in response to the daily problems of the elderly and dependents.

We create and grow relationships between families, dependents and caregivers. We put families with dependency problems and expert caregivers in contact, thus providing a home care service, through our online platform, thus ensuring a better quality of life for the dependent person compared to other institutionalization options.

Our Mission is to lead a change in social thinking about the importance of affection by promoting home care for the elderly and dependents.

Our Vision value old age by reintegrating older people into society, valuing the cultural and ethical richness that they bring to different generations.

Caretaker for my father
Internal care
The origins of Cuidum
Cuidum is the project of 3 entrepreneurs convinced that another way of aging is possible that they have been adding people to their cause from 2015 to today.

It all starts at an event for young entrepreneurs. Juanjo, Nurse and Physiotherapist, master's degree in aging and with experience in nursing homes, proposed to Jorge and Pablo, with extensive experience in the Internet and in business respectively, to spend an intense weekend studying the reasons that lead families to take out from their homes to their elders and to seek innovative solutions. They analyzed models in other countries and decided that it was the project to which they were going to dedicate all their energy. There the seed of Cuidum was sown, with the ambition of providing dependents with all the necessary resources so that they could remain in their homes.",,
,http://www.demkip.com,Rainmaking,3,"We are fighting neuro-degenerative brain diseases and dementia.
Our team is working in very close collaboration with the renowned universities: KU: University of Copenhagen. NUS: National University of Singapore. CBS, ITU as well as other partners

Several of our team members have lost loved ones to brain diseases - we know what it means to be the patient or relative, and all its implications. We are fighting indefatigably for a cure.

 

Our Mission:

Our overarching goals & missions are: to produce a treatment that is as little invasive as possible, at a price where most patients can afford the product. To build a growing and lasting company that will contribute to society in creating exciting work places, being an asset economically and being environmentally focused. Parts of profit will always go into to further research - we want to give something back. Collaboration with universities will always be key.",,
,http://www.dottli.com,Rainmaking,3,"About Us
There are over 400 million diabetics in the world. Diabetes already kills more people than HIV, tuberculosis and malaria combined. Dottli’s first area of focus is improving life with diabetes.

We believe we can change the world together. The World Health Organisation has highlighted the need for better information regarding diabetes. We are optimistic that when people connect and share select aspects of their health, they benefit from each other. Our app for diabetes is designed for managing health with social support.

Dottli is a digital health company based in Finland. Our co-founder Carina Rajala has had diabetes since the age of 3. We are experts in diabetes, but we are not doctors. Dottli will not act as a medical professional nor give any medical advice.",,
,http://www.etsimo.com/#health,Rainmaking,3,"About Etsimo Healthcare
Etsimo offers a healthcare platform that leverages AI and machine learning on top of health data, making it possible for healthcare providers and insurance companies to instantly offer their customers an engaging experience and predictive and preventive healthcare through existing and future digital channels.


Etsimo enables the performance of physical and mental health care need assessments, and can determine the consumers’

Condition
Healthcare available 24/7
Care-need and urgency
Resource and process optimization
Put them on the right care path
Keeping people healthy
Employees at Etsimo
Engaging experience
By combining the consumer’s health data with lifestyle data, Etsimo can predict the consumer’s lifespan and suggest improvements that can both prolong the customer’s life and decrease the amount of ailing years at the end.

",,
,http://www.femalecup.com,Rainmaking,3,"Empowering women begins with having more options about how we treat our own bodies. Being able to feel comfortable, even in the most unpleasant times. Modern women need modern solutions, in order to be free to prosper and conquer the world. 

You got this!
Switching to Femalecup might sound a bit scary at first and like all new relationships it may take a little time to get completely comfortable with each other. But from personal experience, it’s a small change that once you get used to it, you will wonder why you didn’t do it earlier. It’s an absolute game changer and a new bestie while on our period!

What is a Femalecup, exactly?
The short version: Femalecup is 12 hours of dancing, working, swimming, sleeping (if you sleep so long!) running, going out etc. It's no more sleepy-pants and no more worries. It keeps you dry, safe and carefree all day and all night long. It is a solid goodbye to those the monthly supermarket trips shopping for pads or tampons (can we get an AMEN sister) that are going straight into the bin and constantly reminding you about your period while being well… not so sustainable for the environment.

What is Femalecup made from?
The Femalecup is a silicon menstrual cup that collects your menstruation instead of absorbing it. It is made from a 100% medical-grade silicone, making it the safest most sanitary product to use while on your period. The cup does not contain any additives that may harm your body, as tampons and pads do. The Femalecup is in fact antibacterial on its own, due to the surface of silicone. Tampons and pads, on the other hand, can cause a bacterial infection and misbalance the natural pH levels in your vagina. 

Using Femalecup is a game changer for you, your period and a it’s big plus for the environment. It’ all you need. So babe, there is only one last thing to say - May the cup be with you 💫",,
,http://www.godosteps.com,Rainmaking,3,0,,
,http://www.gutxy.com/,Rainmaking,3,"Our mission is to give you the power to live with more microbial love. By supporting you in sustaining a lifestyle that enriches your microbiome, we hope to help you to lead a more fulfilling, healthy life.

PRIVACY & PROTECTION
At GUTXY, your privacy is our top priority. We pledge to maintain the highest bioethical standards, policies and procedures to keep your personal information safe and secure. We won’t sell or share your microbiome data without your permission.

SCIENTIFIC INTEGRITY
We’ve partnered with the largest next-generation sequencing lab in the world, BGI. Together, we are able to deliver the most accurate and secure insights. Our expert team of bioinformaticians, biological scientists and nutritionists review each and every result profile delivered by GUTXY.

SUPPORT & UNDERSTANDING
We are dedicated to building a trustworthy and accessible service with our partners, furthering the understanding of the microbiome, and creating relationships based on loyalty and integrity with our customers. This is the core of our mission.

OUR STORY
Whilst completing her masters degree in Bioinformatics, Sofia started studying the Human Microbiome in a course at Copenhagen University. Her interest in the subject had already begun a couple years prior, when she read Dr. Martin Blaser's book 'Missing Microbes.' Who knew we had that many microbes? And that they could change how good you feel, or how good you look?!

Doctor's orders demanded she take antibiotics during her teens and now, with this new information, she had to wonder - how much damage was done to my microbes? How did those prescriptions affect my health and wellbeing today?

She wanted to test her own gut. Unfortunately, there was nothing local that allowed her to test her microbiome, and find out how her gut was doing.

Lo and behold, GUTXY was born!

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
         ",,
,http://www.hiloprobe.se/,Rainmaking,3,"HiloProbe is a biotechnology company founded 2016. The founders consist of a group of scientists, who have collaborated for more than 15 years in an academic setting, and produced high quality original research focusing on the development of clinically useful biomarkers for colorectal cancer.

The research has been focused on analysis of the regional lymph nodes in the abdomen surrounding the primary tumor in the colon. The reason is that the lymph node is the first site where metastasizing cancer cells will occur. We have now discovered a limited number of biomarkers that, when analyzed together, identify cancer cells in the lymph node and grade cancer cell aggressiveness i.e. their propensity to metastasize to distant sites. A product (ColoNode®) based on biomarker mRNA analysis is under development. The aim is to bring ColoNode® to the market to save people´s lives and aid in the development of more efficient treatment of colorectal cancer.

COMPANY AIM

We will give more cancer patients the opportunity to live.",,
,http://www.innovosens.com,Rainmaking,3,"Our vision
A Unique Multi parameter connected health diabetic sensor reinforced by an Algorithm. We aim to develop strategies for early screening, diagnosis and management of diabetic complications by bringing the diabetic patients into the sphere of treatment early on thus preventing and postponing the progressive complications of hyper and hypo glycemia and enabling patient empowerment.

Diabetes has been an ever growing worldwide major health problem with no reliable cure, the number of diabetic patients are on a constant increase with no signs of slowing down. Despite the plethora of medical inventions, diabetic devices and apps there are no inventions to understand the holistic health status of diabetic patients and study the multiple parameters dwelling into the pathophysiology of diabetic patients and their health status of kidney, liver, lipids, metabolites crabs and proteins. Lack of inventions or drugs to track the disease progression leads to increased costs and reactive treatments.

We understand that the treatment and diagnosis of diabetic patients is individualized, not all diabetic patients end with the same hyper or hypo glycemic conditions, one glucose measurement for all is not the solution. With our unique invention we are developing a solution for understanding the pathophysiology of diabetic patients and the causes for insulin resistance which leads to personalized diabetes management.",,
,http://www.jodacare.com,Rainmaking,3,"JodaCare is a digital communication solution for relatives, healthcare professionals and service recipients.
Our goal is to strengthen the dignity of people with dementia and other disabilities, and their relation to health personnel and their own families. By giving this group of vulnerable people a feeling of coherence in their day to day life through the use of pictures and dialog, we create a sense of calm for both service receivers and their families. 

Jodacare is the solution for the challenges health personnel face when trying to communicate safely with relatives, and the solution for relatives when they need to communicate with the people taking care of their loved ones.   ",,
,http://www.kipuwex.com,Rainmaking,3,"Our mission and vision
Kipuwex’s mission is to decrease the pain in the world by providing reliable pain assessment at home and hospitals regardless of patients age, gender and illness.

Kipuwex’s vision is to become world leading company in pain management domain.",,
,http://www.lenusehealth.com,Rainmaking,3,,,
,http://www.medarbeiderne.no/,Rainmaking,3,,,
,http://www.minos.no,Rainmaking,3,,,
,http://www.motosumo.com,Rainmaking,3,,,
,http://www.mymedcards.dk,Rainmaking,3,,,
,http://www.navigil.com,Rainmaking,3,,,
,http://www.nextstepdynamics.com/,Rainmaking,3,,,
,http://www.noona.com/,Rainmaking,3,,,
,http://www.ouihelp.fr/home,Rainmaking,3,,,
,http://www.pauseable.com,Rainmaking,3,,,
,http://www.reachactive.co,Rainmaking,3,,,
,http://www.recombiotics.com/,Rainmaking,3,,,
,http://www.renewtech.co,Rainmaking,3,,,
,http://www.soomamedical.com,Rainmaking,3,,,
,http://www.strongmomapp.com,Rainmaking,3,,,
,http://www.sumacare.dk,Rainmaking,3,,,
,http://www.synoste.com,Rainmaking,3,,,
,http://www.tesalys.fr/,Rainmaking,3,,,
,http://www.twoact.org/,Rainmaking,3,,,
,http://www.twodads.fi/en/,Rainmaking,3,,,
,http://www.unumed.com,Rainmaking,3,,,
,http://www.venomaid.com,Rainmaking,3,,,
,http://www.walkwithpath.com,Rainmaking,3,,,
,http://www.younghappyminds.com,Rainmaking,3,"Our mission is to positively impact the lives of
10 million people across the world
by increasing their wellbeing and equipping them with vital skills needed for the future.
WHY WE EXIST
In a hyper frequent society, technology impacts the choices we make and the options we have. This has an enormous effect on our bodies, minds and life satisfaction. 
Young Happy Minds exists to positively impact the lives of people across the world by increasing their wellbeing and equipping them with vital skills needed for the future. 

We have since our beginning taught thousands of participants in 15 countries, ranging from youth in prisons to consultants at McKinsey & Company and former generals from the British Army. 

Our Story

WHAT WE DO

 

Steeped in science, our online- and offline workshops teach the increasingly more important social and emotional competences to individuals (young people, parents, and trainers) as well as to leaders and organizations around the world. Our highly experiential workshops are designed to develop personal leadership from the inside out, focusing on self-awareness, willpower, and connection. Participants learn how to cultivate a growth mindset and to develop into more productive, engaged and purpose-driven individuals.

​

Services
THE SCIENCE

 

The phrase ""the science of happiness"" refers to a new field of social science called positive psychology. Contrary to popular belief, it is not ""positive thinking"" or self-help, but a broad empirical field of research and application worldwide. While traditional psychology is mitigative -- helping us get less of what we don't want and fix the things that are wrong with us -- positive psychology functions constructively in helping us get more of what we do want, and making ourselves better, happier people.",,
,https://airthings.com/,Rainmaking,3,,,
,https://arono.dk,Rainmaking,3,,,
,https://asthmatuner.se/,Rainmaking,3,,,
,https://bioremind.dk,Rainmaking,3,,,
,https://blueprintgenetics.com/,Rainmaking,3,,,
,https://brain-plus.com,Rainmaking,3,,,
,https://braive.com/,Rainmaking,3,,,
,https://cardiaccs.com,Rainmaking,3,,,
,https://cortrium.com,Rainmaking,3,,,
,https://cuideo.com/,Rainmaking,3,,,
,https://cyklingudenalder.dk/,Rainmaking,3,,,
,https://damandigital.com/,Rainmaking,3,,,
,https://diffia.com,Rainmaking,3,,,
,https://elsa.science,Rainmaking,3,,,
,https://eyr.md/en/,Rainmaking,3,,,
,https://flowneuroscience.com,Rainmaking,3,,,
,https://gerassolutions.com,Rainmaking,3,,,
,https://goexplorer.org/repowering-the-grid-with-used-ev-batteries/,Rainmaking,3,,,
,https://hjemmelegene.no/,Rainmaking,3,,,
,https://icellate.se/,Rainmaking,3,,,
,https://inficurebio.com/,Rainmaking,3,,,
,https://learningtosleep.se/en/,Rainmaking,3,,,
,https://liberatethepill.com/,Rainmaking,3,,,
,https://lifesum.com/,Rainmaking,3,,,
,https://lipum.se/,Rainmaking,3,,,
,https://livahealthcare.com,Rainmaking,3,,,
,https://medibee.me/da/medibee-angst-depression-og-smerte/,Rainmaking,3,,,
,https://meduniverse.com/,Rainmaking,3,,,
,https://mimerse.com/,Rainmaking,3,,,
,https://mindmore.com/,Rainmaking,3,,,
,https://neobiomics.eu/,Rainmaking,3,,,
,https://nightingalehealth.com,Rainmaking,3,,,
,https://ouraring.com,Rainmaking,3,,,
,https://paradiset.com/,Rainmaking,3,,,
,https://particle3d.com,Rainmaking,3,,,
,https://peilivision.fi/,Rainmaking,3,,,
,https://pilloxa.com/,Rainmaking,3,,,
,https://popit.io,Rainmaking,3,,,
,https://preggersapp.com,Rainmaking,3,,,
,https://pulseon.com/,Rainmaking,3,,,
,https://radimet.dk/,Rainmaking,3,,,
,https://rehfeldmedical.com/,Rainmaking,3,,,
,https://saninudge.com,Rainmaking,3,,,
,https://sumondo.co/,Rainmaking,3,,,
,https://tezted.com,Rainmaking,3,,,
,https://trealiv.com,Rainmaking,3,,,
,https://tvapunktett.se/,Rainmaking,3,,,
,https://www.airinum.com,Rainmaking,3,,,
,https://www.amra.se/,Rainmaking,3,,,
,https://www.bindex.fi/en/,Rainmaking,3,,,
,https://www.bluecallapp.com/,Rainmaking,3,,,
,https://www.blusense-diagnostics.com/,Rainmaking,3,,,
,https://www.careship.de/,Rainmaking,3,,,
,https://www.caretotranslate.com/,Rainmaking,3,,,
,https://www.conovah.com/,Rainmaking,3,,,
,https://www.digilege.no,Rainmaking,3,,,
,https://www.drugstars.com/,Rainmaking,3,,,
,https://www.eatcrickster.com/,Rainmaking,3,,,
,https://www.encare.net/,Rainmaking,3,,,
,https://www.gnosco.se/en/,Rainmaking,3,,,
,https://www.hedia.co/,Rainmaking,3,,,
,https://www.hejdoktor.dk,Rainmaking,3,,,
,https://www.helpper.be/,Rainmaking,3,,,
,https://www.huoleti.com/,Rainmaking,3,,,
,https://www.inanod.com/,Rainmaking,3,,,
,https://www.injurymap.com/,Rainmaking,3,,,
,https://www.meruhealth.com/,Rainmaking,3,,,
,https://www.modesensors.com/,Rainmaking,3,,,
,https://www.movendos.com/,Rainmaking,3,,,
,https://www.naava.io/,Rainmaking,3,,,
,https://www.neurescue.com/,Rainmaking,3,,,
,https://www.noisolation.com,Rainmaking,3,,,
,https://www.prelud.no/,Rainmaking,3,,,
,https://www.rakennusoutlet.com/,Rainmaking,3,,,
,https://www.roommate.no,Rainmaking,3,,,
,https://www.samplix.com/,Rainmaking,3,,,
,https://www.sekoia.se,Rainmaking,3,,,
,https://www.sensotrend.fi/,Rainmaking,3,,,
,https://www.smooff.net,Rainmaking,3,,,
,https://www.straxfix.technology,Rainmaking,3,,,
,https://www.twinbody.com/,Rainmaking,3,,,
,https://www.vevios.io,Rainmaking,3,,,
,https://www.zyberia.org/,Rainmaking,3,,,
,https://you-app.com/,Rainmaking,3,,,
,http://aiar.io/,Rainmaking,4,,,
,http://elabcambodia.com/,Rainmaking,4,"WHY WE CREATED E-LAB
In public schools in Cambodia, the curriculum enables students to focus on solving exercises and memorizing formulas proving that students are prone to having difficulty visualizing the actual phenomenon in daily life. To tackle this problem, we have the idea of providing student an effective tool to support their constructive learning and fostering their scientific thinking through science experiment.
OUR MISSION
“Our Mission is to provide high school students the possibility to explore and study STEM subjects.”
OUR VISION
“Our Vision is to use technology to fight educational inequality.”",,
,http://growthtribe.io,Rainmaking,4,"We help keep
People Teams Businesses 
learning, from anywhere.
Solutions that empower both individuals and companies to grow and stay competitive in a rapidly changing world. Now live, interactive & online! We help people enjoyably gain highly relevant skills
Growth Tribe exists to help individuals and teams grow. We empower people with the skills they need to stay relevant & adaptable in a fast-changing world.

Our unique way of developing learning experiences helps ignite curiosity and foster organisational cultures that embrace learning, innovation & technology to thrive in the digital era. Helping you prepare for a rapidly changing digital world
Digital skills acquisition needs to happen faster than the rate of technological change. Otherwise, skills gaps won’t be fixed. 

Our training & coaching philosophy is, therefore, to not only focus on hard skills acquisition but to fundamentally change the mindset of the individuals we train. Transforming teams to digitally transform business
Our training, coaching and talent programs help organisations develop the digital capabilities needed to drive the adoption of new technologies, innovate fast and ensure stainable future business growth.

Whether it’s remote training or help with digital talent acquisition, we transform your workforce to transform your business.",,
,http://helloruby.com,Rainmaking,4,"Hello Ruby
Hello Ruby is the world’s most whimsical way to learn about technology, computing and coding. We are all about curiosity, playfulness and logic.

We provide tools for kids, parents and educators to learn to understand programming in a fun and creative way. Our story started off with a book that is now published in over 22 languages, including Japanese, Korean, Dutch and even Finnish.

The book made its debut on Kickstarter in 2014 and quickly smashed its $10,000 funding goal after just 3.5 hours and gathering 380 000 dollars in total funding. Hello Ruby was at the time the most funded book on Kickstarter's children's book category. In a more and more technical world we need to make STE(A)M education more approachable, more colourful and more diverse.

Our aim is to create, promote and evaluate exceptional educational content on computational thinking for 4 -to 10-year-old children across different channels. These include things like the ability to decompose a problem, spot patterns, think algorithmically, debug problems and work together. Ruby’s story continues online with exercises. We are also working on a series of small apps on computational thinking.

Hello Ruby: Adventures in Coding has been published in over 24 languages.
The new approach to teach technology has been well received especially in Asia. The Japanese edition of Ruby was the most sold children’s book on Amazon and Rakuten for a week and won the biggest design award in China, DIA Design Award.
Linda’s TEDx talk in CERN on children and computing has been watched over 1.5 million times. Linda Liukas
Hello Ruby’s founder Linda is a programmer, storyteller and illustrator from Helsinki, Finland.

Linda is a central figure in the world of programming and has worked on edutech already before it was called that. Linda is a Codecademy alumni and the founder of Rails Girls, a global phenomenon teaching the basics of programming for young women all over the world. Having never really outgrown fairytales, Linda sees the web as a maze of stories and wants to hear more diverse voices in that world.

To read more about Linda, check out her website

Linda has written several blog posts about her Kickstarter journey. You can find all of the posts here",,
,http://pictureaid.com,Rainmaking,4,,,
,http://sci-code.com/,Rainmaking,4,,,
,http://www.austrianedupreneurs.com/,Rainmaking,4,,,
,http://www.busara.co.ke/,Rainmaking,4,,,
,http://www.codefactory.wien/,Rainmaking,4,,,
,http://www.danachda.com,Rainmaking,4,,,
,http://www.digitalplatforms.co.ke/,Rainmaking,4,,,
,http://www.dreamivill.com/,Rainmaking,4,,,
,http://www.edaura.com/,Rainmaking,4,,,
,http://www.growwisr.com/,Rainmaking,4,,,
,http://www.helloworld.dk,Rainmaking,4,,,
,http://www.igrajucirasti.ba/,Rainmaking,4,,,
,http://www.ilearnjo.com/,Rainmaking,4,,,
,http://www.inoma.mx/,Rainmaking,4,,,
,http://www.limeblue.se,Rainmaking,4,,,
,http://www.mattersgroup.se/,Rainmaking,4,,,
,http://www.mydreamnow.se,Rainmaking,4,,,
,http://www.pastecs.com/,Rainmaking,4,,,
,http://www.projectcodex.co/,Rainmaking,4,,,
,http://www.schoolfox.com/,Rainmaking,4,,,
,http://www.scooler.io/,Rainmaking,4,,,
,http://www.smartkidzclub.com/,Rainmaking,4,,,
,http://www.talentify.me/,Rainmaking,4,,,
,http://www.timebite.at/,Rainmaking,4,,,
,http://www.ugglo.se,Rainmaking,4,,,
,http://www.unispotter.com/,Rainmaking,4,,,
,http://www.updatemi.com/,Rainmaking,4,,,
,http://www.venturesdialogue.com/,Rainmaking,4,,,
,https://bookbites.com,Rainmaking,4,,,
,https://campus.inkrement.no/,Rainmaking,4,,,
,https://dolessons.com/,Rainmaking,4,,,
,https://edulab.dk,Rainmaking,4,,,
,https://failory.com/,Rainmaking,4,,,
,https://funkescience.co.ke/,Rainmaking,4,,,
,https://goexplorer.org/repowering-the-grid-with-used-ev-batteries/,Rainmaking,4,,,
,https://hopspots.dk,Rainmaking,4,,,
,https://liberatethepill.com/,Rainmaking,4,,,
,https://medvea.com,Rainmaking,4,,,
,https://meebook.com,Rainmaking,4,,,
,https://mightifier.com/,Rainmaking,4,,,
,https://peergrade.io,Rainmaking,4,,,
,https://poio.no/,Rainmaking,4,,,
,https://rubicon-games.com,Rainmaking,4,,,
,https://shouldersofgiants.com/,Rainmaking,4,,,
,https://skillsafari.io,Rainmaking,4,,,
,https://smartgurlz.eu,Rainmaking,4,,,
,https://writereader.com,Rainmaking,4,,,
,https://www.aaysvillage.com,Rainmaking,4,,,
,https://www.exponentialacademy.com,Rainmaking,4,,,
,https://www.groplay.com/,Rainmaking,4,,,
,https://www.lendwise.com/,Rainmaking,4,,,
,https://www.lexplore.com/,Rainmaking,4,,,
,https://www.lix.com/en,Rainmaking,4,,,
,https://www.rakennusoutlet.com,Rainmaking,4,,,
,https://www.rootify.me/,Rainmaking,4,,,
,https://www.sammenproject.com,Rainmaking,4,,,
,https://www.simpliv.com/,Rainmaking,4,,,
,https://www.skhole.fi,Rainmaking,4,,,
,https://www.techkidzafrica.co.ke/,Rainmaking,4,,,
,https://www.tinkerbot.in/,Rainmaking,4,,,
,https://www.zabai.no/,Rainmaking,4,,,
,https://xander.co.za/,Rainmaking,4,,,
,http://www.freedomcups.org/,Rainmaking,5,"Freedom Cups gets reusable menstrual cups to women. 

We work on a buy-1, give-1 model where every cup purchased allows us to give a cup to a woman in an underprivileged community. 

This allows for a win-win situation where women who can afford it decrease their use of non-biodegradable sanitary products, and women in developing communities gain access to sanitation during their monthly bleeds.",,
,https://aavia.io/,Rainmaking,5,"Introducing the Smart Case and Health App That Learns and Improves Your Monthly Pill-Taking Habits.
Whatever you take the Pill for, it works best when taken on time, every time. Track all your health in one place and learn about your unique cycle. Readily available info on the go, anywhere.
Welcome to Aavia
We believe that self care matters.
With Aavia, you’ll take the pill on time, every time for: better odds of preventing pregnancy, more balanced hormones, less chance of spotting on birth control, and fewer chances of a missed pill. Built with a #youfirst mentality.",,
,https://bigmountaindata.com/,Rainmaking,5,,,
,https://carefreespace.org/,Rainmaking,5,"Carefree was started in the summer of 2016 by two brothers, Charlie and James Ricketts. Having tested the concept in Cornwall they moved the operation to London in early 2017 and began looking for funding. In July 2017 they were awarded one of ten places on the Rainmaker Foundation accelerator for charitable ventures with outstanding potential.

Having secured seed funds in the summer of 2017, work on the booking platform began in November of that year and the charity was officially incorporated a month later. The first automated pilot took place from February to May 2018 with more than a hundred caregivers enjoying breaks in hotels and holiday cottages from Cornwall to the Highlands of Scotland. The following pilot from January to May 2019 saw a 300% increase in beneficiary reach, enabling hundreds of caregivers to access breaks throughout the UK.

In 2019, Carefree was awarded multi-year funding by the National Lottery Community Fund and won Breakthrough of the Year at the Third Sector Awards. The charity was also selected as a best practice example by the Social Care Institute for Excellence and awarded a place on the Social Tech Trust ‘Tech To Unite Us’ programme.

We are now focusing our efforts on self-enrolment technology and integration with channel managers to enable real-time availability and booking at scale.",,
,https://empowerlounge.com/,Rainmaking,5,"ABOUT EMPOWER LOUNGE


0Save
el_women_entrepreneur_statsMore than 104 million women around the world areÂ activelyÂ involved in starting and growing new business ventures. Our mission is to share their stories and secret weapons. Because if she did it, you can too.
Thereâ€™s nothing more motivating or powerful than seeing how women are launching and growing their companies, right now, into multi-million dollar empires. Our mission is toÂ provide successful womenÂ entrepreneurs and rising stars a global platform to share their business stories and secret weapons to help others think big, minimize their risk and accelerate their success.

With Empower Loungeâ€™s unique approach to combining visual inspiration with business content, weâ€™ve quickly become the go-to source for women to tap intoÂ the best inspiration and industry resources, tools and events helping women launch and grow their companies right now.

Donâ€™t miss our interviews showcasing the growth and success of womenÂ entrepreneurs:
EL_mentor_statsDonna Kelley, GEM Board Member, shares global research on women entrepreneurs and key success factors for women owned businesses << Read Here >>

Julie Weeks, Womenable CEO, reveals new data that $10M women-owned firms growing under the radar << Read Here >>

Watch our video tribute celebrating the success of womenÂ entrepreneursÂ around the world!

Interested in sponsoring Empower Lounge?
Align your brand with a movement to empower a powerful, emerging market of women entrepreneurs and business owners making purchasing decisions both at home and in their business!

Click here for partnership opportunities.Â 

Meet the team behind Empower Lounge.Â 
Read our recent press releases.",,
