Link,Company,About,Location,Website,tags,line,,,,,
https://finder.startupnationcentral.org/company_page/exploregate,ExploreGate,"ExploreGate offers a cloud-based learning management system together with a content marketplace in order to streamline the corporate training process. The company uses interactive technology to create engaging, intuitive, and effective learning.
The company’s technology utilizes algorithms that analyze content and extract structured, engaging, intelligible, and useful strings. Its interactive user interface, based on big data analysis capabilities, allows users to ask questions and receive answers in real time, facilitating an engaging and satisfying user experience.
With ExploreGate, any organization can leverage its content to educate and engage its employees and customers, allowing the organization to tailor and deliver customized interactive training plans, engage its audience, build brand awareness through content streams, and enhance its customer service with structured product and service information.
",ISRAEL,http://www.exploregate.com/,"cloud-based,online-learning,enterprise-solutions,saas,knowledge-management,edtech,lms,e-learning,interactive,employee-training,business-intelligence,training,video-instruction,enterprises,",Corporate Training Solution,,,,,
https://finder.startupnationcentral.org/company_page/nuvo-group,Nuvo Group,"Nuvo Group is commercializing INVU, a prescription-initiated remote pregnancy-monitoring platform. INVU combines proprietary hardware for high-fidelity data collection and innovative software solutions powered by AI tools in order to optimize the pregnancy care experience on a global scale.
INVU received 510(k) clearance from the U.S. FDA in March 2020 for maternal and fetal heart rate monitoring. Nuvo recently completed enrollment in pivotal trials to support an additional application for clearance for remote monitoring of uterine activity.
",ISRAEL,https://www.nuvocares.com/,"women-health,cloud-based,prevention,mobile-applications,non-invasive,telehealth,big-data,pregnancy,medical-data,remote-monitoring,personalization,artificial-intelligence,consumer-electronics,wearable,cardiology,data-analytics,self-care,quarantine,machine-learning,sensors,mhealth,gynecology,decision-support,digital-healthcare,healthcare-providers,mothers,insurance-companies,babies,",Remote Prenatal Monitoring Platform,,,,,
https://finder.startupnationcentral.org/company_page/furious-corp,Furious Corp.,"Furious Corp. offers an inventory management solution designed to help premium video programmers maximize revenues across digital distribution platforms. The company provides broadcasters and publishers with a platform that supports upfront client planning and pricing.
As an independent technology provider, Furious Corp. connects disparate advertising delivery systems to make advertising data actionable for all facets of the user's business.
Furious Corp. is the developer of PROPHET, an enterprise-level media-planning and optimization platform that brings data from across partner sources into a single user-friendly interface that visualizes the user's inventory value, availability, and performance across channels.
",ISRAEL,http://www.furiouscorp.com/,"digital-media,advertising,inventory-management,machine-learning,broadcasting,content-distribution,ad-network,saas,artificial-intelligence,video-content,performance,automation,publishers,broadcasters,",Inventory Management and Advertising Data,,,,,
https://finder.startupnationcentral.org/company_page/soos,Soos Technology,"Soos Technology is a biotechnology company focused on reducing male layer extermination and production capacity loss in commercial hatcheries. Soos Technology's solution affects the genetic expression of the reproductive system in genetic male layer embryos and can turn male layers into functional female layers capable of laying eggs.
The company's AI-guided incubation system uses a patented combination of temperature, humidity, CO2, and sonic vibrations to control the sex development process in poultry embryos and suppress gene expression of the DMRT1 gene responsible for sex development in poultry. The solution does not use GMOs, gene editing, or any hormonal interventions.
",ISRAEL,http://www.soos.org.il,"biotechnology,poultry,agtech,livestock,artificial-intelligence,smart-farming,saas,",Poultry Embryo Sex Determination,,,,,
https://finder.startupnationcentral.org/company_page/killer-whale,Killer Whale,"Killer Whale is an electronic disinfecting device for toilets, with a special formula designed to kill all germs, bacteria, and viruses. Killer Whale is battery operated and uses cartridges that should be replaced monthly and yearly.
",ISRAEL,http://www.killerwhaletech.com/,"hygiene,cleantech,cleaning-robot,consumer-electronics,",Electronic Antibacterial Device for Toilet Disinfection,,,,,
https://finder.startupnationcentral.org/company_page/anodot,Anodot,"Anodot specializes in providing an AI-driven approach to business monitoring, enabling businesses to safeguard their revenues and costs, digital partners, and audience journey, experience, and engagement.
The company’s platform uses machine learning to constantly analyze and correlate every business parameter, providing real-time alerts and forecasts in context. Anodot offers a turnkey approach to machine learning, with no data science experience required.
Anodot is trusted by several Fortune 500 companies, including AppNexus, Atlassian, and T-Mobile, and was named a cool vendor in “Cool Vendors in Analytics, 2016” by the Gartner Research Group.
The company has launched a public service that monitors locally reported COVID-19 cases, and notifies users when a particular region's numbers change significantly.
",ISRAEL,http://www.anodot.com,"enterprise-solutions,retail,anomaly-detection,adtech,fintech,industry-4.0,web-application,artificial-intelligence,saas,machine-learning,predictive-analytics,business-intelligence,monitoring,mobile-applications,natural-language-processing,coronavirus,detection,data-visualization,big-data-analytics,publishers,retailers,online-retailers,enterprises,manufacturing-facilities,",Autonomous Business Monitoring and Analytics,,,,,
https://finder.startupnationcentral.org/company_page/walty,Walty Technologies,"Walty Technologies develops end-to-end solutions for the mortgage brokerage industry, digitizing the mortgage borrowing process. The company aims to make the mortgage process easy, fast, and completely automated.
Walty makes sure that the customer gets the best mortgage quote and moves quickly to the closing stage with the bank. Walty's algorithm, based on machine learning and crowd wisdom, predicts the user's credit score and compares it to thousands of others with a similar financial profile. This helps predict the optimal quote for the borrower.
The company handles dozens of mortgages every month and partners with all the local banks. Walty has partnered with Shikun & Binui, the largest developer in Israel, and RE/MAX, the largest real estate agent group.
",ISRAEL,https://www.walty.co.il,"lending-and-financing,robo-advising,price-comparison,real-estate,web-platform,fintech,artificial-intelligence,machine-learning,ecommerce,",AI-powered Advisory Platform for Mortgage Lending,,,,,
https://finder.startupnationcentral.org/company_page/clarisite,Glassbox,"Glassbox provides businesses with big-data behavioral solutions and content analytics solutions for web and mobile apps. The company's platform is designed to capture, record, analyze, and replay digital sessions with customers.
Glassbox's record–replay technology promotes a complete understanding of how customers interact with business websites by showing what they are doing and why. As a result, Glassbox clients can maximize customer satisfaction, improve conversion ratios, reduce operating costs, and increase revenue from lost transactions.
Glassbox is a SOC 2- and GDPR-compliant platform that caters to the users' needs, addressing the highest security and privacy standards.
",ISRAEL,https://www.glassboxdigital.com/,"behavior-analytics,customer-service,enterprise-solutions,legaltech,arbitration,customer-experience,customer-analytics,web-platform,mobile-applications,back-office,business-intelligence,big-data,customer-service,saas,feedback,risk-management,customer-engagement,big-data-analytics,artificial-intelligence,grc,credit-cards,predictive-analytics,healthcare-providers,mobile-carriers,online-retailers,call-centers,service-providers,insurance-companies,financial-institutions,enterprises,banks,hotels,",Enterprise Analytics Platform,,,,,
https://finder.startupnationcentral.org/company_page/mantis-vision,Mantis Vision,"Mantis Vision is a 3D technology company that provides 3D scan solutions and structured light sensor technology. The company's virtual-reality technology enables next-generation depth vision, 3D face recognition for mobile phones, and more.
The company's solution addresses depth sensing and processing needs such as auto calibration, high-quality registration, segmentation, virtual-reality/mixed-reality shading, and data compression and streaming. The result is that any user can capture a static or dynamic object, person, or scene of choice in different ambient light conditions and instantly edit, share, and stream the real volumetric content to any 2D/3D/mixed-reality/virtual-reality platform.
",ISRAEL,https://mantis-vision.com/,"mobile-devices,natural-user-interface,3d-imaging,mobile-applications,augmented-reality,3d-technology,computer-vision,artificial-intelligence,sensors,game-developers,phone-manufacturers,",3D Technology for the Mobile World,,,,,
https://finder.startupnationcentral.org/company_page/griiip,Griiip,"Griiip offers motorsport enthusiasts a low-cost platform for the creation of engaging, data-centric content with an enhanced level of storytelling designed to keep fans and gamers engaged.
The company has also developed race cars and an entire racing series as a platform to showcase innovative data and media technologies.
",ISRAEL,http://griiip.com/,"smart-mobility,broadcasting,sports,motorsports,hybrid,race-cars,transportation,iot,electric-vehicles,automotive,",Racing Media Platform,,,,,
https://finder.startupnationcentral.org/company_page/speakingpal,SpeakingPal,"SpeakingPal aims to change the way people learn a second language by enabling them to interact with a virtual video tutor and receive instant pronunciation feedback, all through their mobile device. SpeakingPal's natural speaking experience is powered by speech-recognition technology and scoring logic.
SpeakingPal offers multiple answers, allowing the user to take control of the conversation so that each dialogue can take a different path. SpeakingPal listens, understands, and responds accordingly. Users can complete the curriculum and advance through all levels of English training in accordance with the A1, A2, B1, B2, C1, and C2 ratings of the Common European Framework of Reference for Languages.
In schools, SpeakingPal provides an equal opportunity to all students regardless of their location or background. The company's service allows teachers to focus on students who require human attention while allowing the others to practice with the virtual tutor.
",ISRAEL,http://www.speakingpal.com,"edutainment,english,language,interactive,speech-recognition,speech-recognition,self-learning,edtech,mobile-applications,web-platform,k-12,e-learning,knowledge-technology,consumers,students,schools,",AI-powered Speech Tutor for English Language Learning,,,,,
https://finder.startupnationcentral.org/company_page/corractions,CorrActions,"CorrActions is developing an advanced noninvasive brain–computer interface platform. The platform reads subconscious signals and can connect to a wide range of machines.
CorrActions is 100% software and entirely noninvasive. It is based on neuroscience algorithms that detect, decode, and translate human brain signals into code in real time. As a result, CorrActions' platform can teach machines about human needs, enhance human skill training, and prevent human errors in real time.
",ISRAEL,http://corractions.com/,"non-invasive,software-platform,neuroscience,smart-mobility,human-machine-interface,brain,algorithms,aviation,automotive,",Noninvasive Brain–Computer Interface Platform,,,,,
https://finder.startupnationcentral.org/company_page/currenge,Currenge,"Currenge is a peer-to-peer currency exchange marketplace app designed for end users and bank platforms. By bringing equity market dynamics into the foreign exchange market, Currenge enables individuals and firms to save nearly 90% of converting costs.
",ISRAEL,https://www.currenge.com/,"payments,finance,web-application,currency-exchange,forex,fintech,marketplace,transactions,web-platform,p2p,financial-services,",Currency Conversion Marketplace App,,,,,
https://finder.startupnationcentral.org/company_page/gauzy,Gauzy,"Gauzy develops, manufactures, and markets Light Control Glass (LCG) technology including liquid crystal and SPD films and control systems. LCG allows glass to change from transparent to varying degrees of opaque for customized shading, solar control, energy conservation, privacy, and transparent commercial displays.
With a global distribution network of over 50 certified partners, Gauzy's products are available in more than 40 countries worldwide. Gauzy collaborates with brands including Daimler and Avery Dennison and is a strategic investor in Research Frontiers.
",ISRAEL,https://www.gauzy.com/,"solar-energy,manufacturing,cleantech,glass,optronics,marketing,hospitality,security-systems,smart-mobility,materials,office,architecture,healthcare,lighting,retail,smart-home,retailers,automotive,construction,hospitals,hotels,",Functional Glass Coatings,,,,,
https://finder.startupnationcentral.org/company_page/comigo,Comigo,"Comigo seeks to redefine the TV experience by infusing it with the full power of the internet.
The company’s patented hardware and software solutions, powered by intelligence-based algorithms, enable TV service and content providers to create new revenue streams from a wealth of contextual services. Its cloud-based open technology ensures easy customization and industry-leading time to market.
Comigo’s EI Cloud PaaS provides any OTT/TV service with automatic metadata enrichment through data crawling and automatic metadata creation, helping to increase library exposure and revenue opportunities.
",ISRAEL,http://www.comigo.com/,"user-experience,iptv,personalization,tv,natural-language-processing,cloud,metadata,mobile-applications,content-discovery,enterprise-solutions,ott,saas,digital-media,smart-tv,artificial-intelligence,interactive-tv,broadcasting,",AI and Metadata for TV Broadcasters,,,,,
https://finder.startupnationcentral.org/company_page/belive,BeLive,"BeLive is a mobile application that enables users to broadcast live on Facebook to anyone they wish. Users can connect to BeLive's cloud studio at any time and from anywhere in the world through their mobile phones.
BeLive enables users to add text and graphics to their broadcasts, providing their viewers with a complete picture of whatever event they are covering. BeLive users can create a dynamic broadcast by connecting multiple cameras, showing the action from all angles, instantly switching between cameras with a click of the mouse, and directing broadcasters through real-time communication to capture what the audience wants to see. For sporting events, BeLive users can show the match's score and game clock in real time so that fans can always know how their team is doing.
",ISRAEL,https://belive.tv/,"marketing,user-engagement,video-content,livestream,entertainment,video-sharing,photo-sharing,social-media,content-sharing,broadcasting,mobile-applications,facebook-advertising,sports,streaming,facebook,customer-engagement,fans,smb,event-organizers,",Facebook Live-broadcasting Solution,,,,,
https://finder.startupnationcentral.org/company_page/myroga,MyRoga,"MyRoga is the developer of a big data engine that discovers products and showcases them in a simple way, with the aim of helping online buyers quickly make the best purchasing decisions for their particular needs.
",ISRAEL,https://www.myroga.com/,"big-data,recommendations,price-comparison,big-data-analytics,shopping-experience,online-shopping,customer-experience,ecommerce,consumers,",Product Discovery and Comparison Platform,,,,,
https://finder.startupnationcentral.org/company_page/valire,AINAN SOFTWARE,"AINAN Software is a SaaS company providing real-time internal fraud detection software to protect companies' assets and reputation.
The Valire platform is designed to prevent corporate fraud and business errors. Valire employs cognition-guided AI context detectors that monitor organizational IT systems to identify events that correspond to a proprietary library of fraud scenarios.
",ISRAEL,http://www.valiresoftware.com/,"erp,enterprise-logistics,reporting-and-analytics,anti-fraud,legaltech,saas,enterprise-software,accounting,cyber-security,enterprise-solutions,business-processes,",Cognitive Computing for Internal Fraud Detection,,,,,
https://finder.startupnationcentral.org/company_page/dramaton,Dramaton,"Dramaton is a mobile app that enables users to intuitively create dynamic animated videos on their mobile devices. The videos can be created in real time using the Dramaton engine.

",ISRAEL,http://dramaton.com/,"mobile-applications,entertainment,video,chat,video-editing,",Mobile Video Editor,,,,,
https://finder.startupnationcentral.org/company_page/skybox,Skybox Security,"Skybox Security offers powerful cybersecurity risk analytics for clients in fields such as government, financial services, energy, defense, retail, and telecommunications. Skybox's automated and integrated solutions are designed to lessen risk exposure and optimize security management processes.
The Skybox platform provides a context-aware view of the network and its vulnerabilities to aid in eliminating attack vectors and safeguarding business data and services. The company's solutions promote effective management of firewalls and continuous compliance monitoring.
",ISRAEL,http://www.skyboxsecurity.com/,"enterprise-security,cyber-security,threat-intelligence,firewall,compliance,network-optimization,network-visibility,sdn,vulnerability-management,orchestration,vulnerability-assessment,gdpr,network-security,healthcare-providers,retailers,public-utilities,government,financial-institutions,",Cybersecurity Risk Management,,,,,
https://finder.startupnationcentral.org/company_page/dolphin-vision,Dolphin Vision,"Dolphin Vision is the developer of the A12 and A3 Solutions, patented systems designed to keep all types of public transportation, elevators, and buildings free from viruses and bacteria, including COVID-19. The company's solution contains the A1 bio spray, which deactivates infected airborne particles, and the A3 system, which is based on UVC LED chain technology.
Dolphin Vision solution creates virus-free zones inside public buildings, industrial sites, elevators and in-cabin of all types of public transportation and car-sharing.
",ISRAEL,http://www.dolphinvision.net/,"retail,real-estate,transportation,elevators,coronavirus,cleantech,residential-sites,manufacturing-facilities,defense,automotive,clinics,construction,",Virus-free Air Solution for Transportation and Buildings,,,,,
https://finder.startupnationcentral.org/company_page/plasan,Plasan,"Plasan manufactures armor for tactical combat vehicles, fixed- and rotary-winged aircraft, naval platforms, civilian armored vehicles, and personal protection. The company develops armor that can be built into the vehicle or added later.
For airborne applications, Plasan makes installation kits that can be used on multiple models of the same aircraft. The kits are designed for quick repairs and can even be installed in the middle of a mission.
Many of Plasan’s engineers have military experience and are constantly seeking up-to-date feedback from frontline troops. That feedback is then used to improve designs and create better survivability products.
",ISRAEL,https://www.plasan.com,"composite-materials,homeland-security,safety,fabrics,nanotechnology,military,aviation,automotive,defense,",Advanced Armor for Ground Vehicles and Aircraft,,,,,
https://finder.startupnationcentral.org/company_page/build-e,Build-e,"Build-e is building an innovative, dynamic marketplace for the construction industry, with the goal of seamlessly connecting the demand side (contractors) to the supply side (material suppliers, labor suppliers, equipment companies, transportation companies, insurance suppliers, and others).
Build-e’s solution is based on a state-of-the-art, cloud-based accounting system completely customized for the construction industry. The system easily connects the field and back office, features a closed purchasing loop on the same system, and is fully compliant with regulatory demands, all at a fraction of the cost of traditional ERP systems.
",ISRAEL,http://build-e.net/,"web-platform,enterprise-solutions,erp,marketplace,cloud-based,software-applications,management-solutions,construction,",B2B Marketplace for the Construction Industry,,,,,
https://finder.startupnationcentral.org/company_page/gettaxi,Gett,"Gett is a ground travel platform for businesses. The company creates solutions for corporate travel with its mobility software, putting clients' preferred ride-hailing apps and car services onto one SaaS platform. By optimizing the entire experience, from booking and riding to automatic invoicing and insightful analytics, Gett typically saves clients 25% on their global ground travel costs.
Gett launched its on-demand B2B mobility service in 2010. The advanced technology aims to make ground travel for business simpler, safer, and more efficient. Gett's software powers a third of Fortune 500 companies, among other clients.
",ISRAEL,https://gett.com/,"transportation,booking,ridesharing,unicorn,mobile-applications,mobile-payments,traveltech,logistics,location-based,b2b,artificial-intelligence,social-media,smart-mobility,customer-service,delivery,",Ground Travel Platform for Businesses,,,,,
https://finder.startupnationcentral.org/company_page/croosing,Croosing,"Croosing is the developer of SUPERLINK, a proprietary technology for autonomous browsing. SUPERLINK enables clients to automatically guide targeted audiences from any channel in order to complete a tailored journey, helping to achieve the desired outcome and boost user satisfaction while reducing churn.
SUPERLINKs are easy to create, with no technical knowledge required, and can be shared on any internal or external channel.
",ISRAEL,http://www.thesuperlink.com,"browsing,patent-pending,tutorials,superlink,customer-engagement,digital-media,curation,user-onboarding,",User Journey Management,,,,,
https://finder.startupnationcentral.org/company_page/gamoshi,Gamoshi,"Gamoshi offers proprietary technology to the advertising technology industry through a platform combining contextual-analysis algorithms, machine-learning algorithms, content-match algorithms, predictive analytics, and big-data mining and analysis features.
Gamoshi is the developer of GAMBID, an elastic programmatic platform that makes it easy to connect in the advertising technology arena. GAMBID connects all media types, including display, video, and native, whether they are represented as regular tags or an RTB, and allows users to seamlessly manage and convert all delivery methodologies to their own needs and those of their supply and demand partnerships.
",ISRAEL,http://www.gamoshi.com,"cloud-based,real-time-bidding,cloud-infrastructure,big-data,monetization,marketing,predictive-analytics,adtech,advertising,targeting,infrastructure,campaign-optimization,big-data-analytics,campaign-management,artificial-intelligence,machine-learning,data-mining,paas,advertisers,publishers,",Programmatic Advertising Platform,,,,,
https://finder.startupnationcentral.org/company_page/healthy-io,Healthy.io,"Healthy.io offers a smartphone app that processes user-photographed test strips to deliver medical diagnostics, allowing patients to perform accurate, clinical-grade urinalysis from home in a matter of minutes. Its computer-vision algorithms and calibration method make accurate testing as easy as taking a selfie.
The company’s first product, Dip.io, is a class 2, FDA-approved home urinalysis kit. The product effectively turns the smartphone into a clinical-grade urinalysis device, enabling users to conduct clinically required urine testing with an at-home smartphone scan.
Dip.io was followed by ACR, a second urinalysis test that enables people with diabetes or high blood pressure to reliably test themselves at home for kidney disease. The product has achieved 99% usability success and is being rolled out for large population screening in Europe.
The company’s second product family, Chronic Wound Monitoring, is an assessment tool to analyze chronic wounds over time and facilitate better care coordination. In September 2019, Healthy.io received 510(k) clearance from the FDA for the use of its ACR test to diagnose chronic kidney disease.
The company has also developed Velivie, a clinical-grade test-and-treat service for diagnosing urinary tract infections (UTIs).
",ISRAEL,http://healthy.io/,"early-detection,home-care,telehealth,medical-technologies,quarantine,machine-learning,kidney,image-processing,wounds,mhealth,diabetes,diagnostics,women-health,urina-test,dermatology,optronics,digital-healthcare,artificial-intelligence,emr,mobile-applications,mhealth,computer-vision,decision-support,electro-optics,patients,hospitals,emerging-markets,clinics,",Electro-optic Technologies for Home Diagnostics,,,,,
https://finder.startupnationcentral.org/company_page/teldor-wires-and-cables,Teldor,"Teldor Cables and Systems develops and manufactures advanced electronic, fiber-optic, and data communication cables, as well as industrial-grade telecommunications cables.
Teldor makes high-data-rate copper and optical LAN cables, industrial BUS, instrumentation, and control cables. The company has also developed and thoroughly tested a full line of fire-resistant copper data cables.
Teldor products are distributed in more than 30 countries around the globe. In 2008, the company acquired the telecommunications division of Synergy Cables.
",ISRAEL,http://www.teldor.com/,"electronic-manufacturing,communications,telecommunication,optronics,construction,data-centers,",Advanced Data and Electrical Cable Manufacturer,,,,,
https://finder.startupnationcentral.org/company_page/restar,RestAR,"RestAR offers a solution that enables business owners to scan and render high-quality 3D content based on physical products in the eCommerce and food markets using only their mobile device. The company’s technology combines both computer vision and deep learning algorithms based on cutting-edge academic research.
",ISRAEL,https://www.rest-ar.com,"ar/vr,computer-vision,machine-learning,mobile-applications,scanning,web-platform,ecommerce,artificial-intelligence,3d-technology,saas,cloud,deep-learning,3d-imaging,software-applications,online-retailers,food-and-beverage,retailers,smb,",Cloud-based 3D Scanning and AR for Retail,,,,,
https://finder.startupnationcentral.org/company_page/trulyprotect,TrulyProtect,"TrulyProtect offers virtualization technology that creates special impenetrable regions on a machine to protect against all forms of malware. As the operating system cannot access the encrypted regions, hacks to the system are futile.
The company’s solution consists of TPVisor, a thin hypervisor that can act as system supervisor. Instead of relying on obfuscation, TPVisor utilizes pure encryption founded on peer-reviewed scientific publications.
TPVisor creates secure memory regions and registers within the hardware that are inaccessible to the running operating system as well as to any malware or hacker. A combination of virtualization and encryption protects applications and ensures that unauthorized code cannot execute.
TrulyProtect solutions are designed to guard all production servers, endpoints, and critical machines while easily integrating into existing platforms.
",ISRAEL,http://www.trulyprotect.com/,"secure-coding,endpoint-security,virtualization,drm,game-development,privacy-protection,application-security,encryption,data-protection,app-development,cyber-security,intellectual-property,",Virtualization Solutions for Enterprise Security,,,,,
https://finder.startupnationcentral.org/company_page/toref,Toref,"Toref is a smart sensor system that connects field operators to online platforms in order to increase situational awareness. The system reports operator and machine behavior in real time, giving users (soldiers, policeman, etc.) a unique advantage in combat, training, maintenance, and high-rank decision-making.
",ISRAEL,https://www.toref-tech.com/,"artificial-intelligence,machine-learning,sensors,armor,security,smart-city,public-safety,weapons,hardware,homeland-security,iot,",Smart Sensors for Firearms,,,,,
https://finder.startupnationcentral.org/company_page/beefree-agro,Beefree Agro,"Beefree Agro is developing a drone-based autonomous herding system that is designed to help ranchers save time and money, reduce animal stress and carbon footprint, and increase yields and productivity.
Beefree Agro's Joe is a technological system capable of moving up to 1,000 heads of cattle over vast expanses of land, without human intervention, using a single drone. Joe identifies terrain obstacles and cow location, plans the best route to move the herd, and autonomously herds the cattle according to plan.
The system utilizes GPS-based tag systems and computer vision to provide the real-time location of livestock, remote communication technology to facilitate the easy flow of information between all essential components of the system, and can be controlled via cloud-based software and a dedicated application on the user's cellphone.
The user opens the application, chooses the pasture that needs to be herded, and marks the destination for the herd. The drone autonomously takes off to execute the plan. Once the herd arrives at the destination, the drone returns to the operator.
",ISRAEL,https://beefreeagro.com,"control-systems,smart-farming,patent-pending,drones,agtech,remote-monitoring,herd-management,livestock,precision-agriculture,saas,",Autonomous Drone-based Herding Solutions for the Livestock Industry,,,,,
https://finder.startupnationcentral.org/company_page/arbe-robotics,Arbe,"Arbe develops an ultra high-resolution 4D-imaging radar with post-processing and simultaneous localization and mapping. Its autonomous-vehicle sensor bridges the gap between radar and optics with a proprietary imaging solution that provides optic sensor resolution with the reliability and maturity of radar technology for all levels of vehicle autonomy.
Arbe was named a cool vendor in ""Cool Vendors in Autonomous Vehicle Systems, 2020"" by the Gartner Research Group.
",ISRAEL,http://www.arberobotics.com/,"imaging,smart-mobility,radar,artificial-intelligence,sensors,robotics,road-safety,autonomous-vehicles,automotive,",4D-imaging Radar for Autonomous Driving,,,,,
https://finder.startupnationcentral.org/company_page/arjeannie,ARJeannie,"ARJeannie is developing a rapid augmented-reality authoring tool to create user manuals. The all-in-one approach can quickly and cost-effectively create a manual, with no coding required. The drag-and-drop tool integrates with existing CAD models, graphics, and animation to deliver AR-based user-friendly content. It doesn't require any third-party tools and allows fewer calls for malfunctions, troubleshooting, and more.
",ISRAEL,https://www.arjeannie.com/,"support,mobile-applications,augmented-reality,training,cad,",Augmented-reality Authoring Tool for User Manuals,,,,,
https://finder.startupnationcentral.org/company_page/mobileye,Mobileye,"Mobileye is a global leader in the development of vision technology for advanced driver assistance systems (ADAS) and autonomous driving. The company has programs with more than 25 automakers who have incorporated its technology into over 313 car models. To date, more than 15 million vehicles worldwide are equipped with Mobileye technology.
Mobileye supports a comprehensive suite of ADAS functions, including automatic emergency braking, lane departure warning, forward collision warning, lane keeping assist, lane centering, traffic jam assist, traffic sign recognition, and intelligent high-beam control – all using a single camera mounted on the windshield and processed by Mobileye’s system-on-chip EyeQ.
In addition, Mobileye offers an aftermarket warning-only system that can be retrofitted onto any existing vehicle. Mobileye is now using the latest techniques in artificial intelligence and deep learning to deploy 360º, surround-view, mono-vision sensing; to build high-definition, crowdsourced maps; and to provide vehicles with the computer intelligence required to negotiate complex driving situations.

",ISRAEL,http://www.mobileye.com,"computer-vision,sensors,driver-safety,adas,fleet-management,connected-vehicles,traffic,artificial-intelligence,smart-mobility,autonomous-vehicles,machine-learning,safety,mapping,unicorn,drivers,automotive,adas,driver-safety,computer-vision,",Advanced Driver Assistance and Warning Systems,,,,,
https://finder.startupnationcentral.org/company_page/wama,WAMA,"WAMA is a technology company that develops solutions over intelligent connectivity with an emphasis on smart WiFi. WAMA's WiFi capabilities include location analytics, digital advertising space information, and asset tracking. The company's system can help businesses get real-time statuses on customers, manage their employees, and create new revenue via local advertisement.
Using WAMA's management panel, a business owner can know the exact number of customers they have at any given moment, identify customer locations and the business's ""hot"" and ""cold"" areas, identify the number of new vs. veteran customers, see the percentage of customers who returned to the business, and a variety of other advanced statistics.
Using the company's system, when a customer connects to the business's wireless internet, they will only see advertisements that the business owner has sold to advertisers.
",ISRAEL,https://www.pandait.co.il/,"asset-tracking,wifi,data-analytics,real-time,cloud,location-based,retail,smart-city,advertising,targeting,smb,",WiFi Analytics,,,,,
https://finder.startupnationcentral.org/company_page/tevel-airobotics,Tevel Aerobotics Technologies,"Tevel Aerobotics Technologies combines a patented airborne robotics platform with sophisticated algorithms to create an autonomous concept for orchard management and harvesting. The company develops a fleet of airborne robots for picking, thinning, and pruning tasks in orchards, providing a holistic harvesting solution for farmers.
Tevel’s artificial intelligence software enables fruit sorting at the source, using precise timing to pick the best fruit in the orchard. The company’s solutions have the ability to access treetops and can work in complex terrain, such as narrow or mountainous plantations.
",ISRAEL,https://www.tevel-tech.com,"sorting,agtech,fruit,harvesting,drones,machine-vision,precision-agriculture,robotics,automation,smart-farming,labor,farmers,agriculture,",Fleet of Airborne Harvesting Robots for Orchards,,,,,
https://finder.startupnationcentral.org/company_page/picndo,Picndo,"Picndo is a web and mobile platform that allows studio photographers and event planners to easily create private websites for each of their projects or events.
Once a website is created, Picndo users can invite clients and guests to participate on the site for their particular event or project. Each site is designed to display galleries of the user’s watermarked photographs, as well as photographs taken by guests using the Picndo mobile app.

",ISRAEL,https://picndo.com/en/welcome,"photo-sharing,website-building,events,branding,social-media,user-experience,photo-album,mobile-applications,social-networks,photos,professionals,event-organizers,",Platform for Professional Photographers,,,,,
https://finder.startupnationcentral.org/company_page/aurora-labs,Aurora Labs,"Aurora Labs is focused on reinventing remote software management, remote diagnostics, and over-the-air (OTA) updates for the automotive and IoT industries. Using machine learning algorithms to analyze risks and changes in software functionality and behavior, Aurora Labs’ Line-Of-Code Behavior technology is designed to improve the user experience and lower the cost of software quality, safety, and security.
Aurora Labs’ self-healing software solutions continuously collect actionable data, enabling pre-error detection of line-of-code faults, software error fixes on the go, reliable and cost-effective OTA updates without any downtime for the user, and software change validation to streamline regulation and certification.
Founded in 2016, Aurora Labs has raised $34 million and has been granted dozens of patents. The company has customers worldwide and is headquartered in Tel Aviv, Israel, with offices in Germany, North Macedonia, and the United States.
",ISRAEL,http://www.auroralabs.com/,"car-tech,machine-learning,cyber-security,autonomous-vehicles,ota,connected-vehicles,smart-mobility,anomaly-detection,saas,oem,artificial-intelligence,automotive,",Self-healing Software for Connected Cars,,,,,
https://finder.startupnationcentral.org/company_page/humaneyes,Humaneyes Technologies,"Humaneyes Technologies is the creator of the Humaneyes VR ecosystem, which features the 3D, 360º VUZE VR camera and the Humaneyes VR Studio software, designed for both consumers and professional photographers.
The company’s point-and-shoot camera, single-button stitching technology, and near-real-time processing make immersive content creation accessible to everyone. Users can share their creations in 3D or 2D, through goggles or online via YouTube, Facebook, and other sites.
Humaneyes Technologies currently holds more than 70 patents in various areas of 3D-associated technologies.
",ISRAEL,http://www.humaneyes.com/,"advertising,design,artificial-intelligence,virtual-reality,computer-vision,video-content,3d-technology,photos,image-processing,virtual-reality,3d-technology,computer-vision,",Virtual Reality and Computer Vision,,,,,
https://finder.startupnationcentral.org/company_page/ajo,Ajo,"Ajo provides a smart and convenient platform for the management of a wide range of critical resources. Its solution uses the latest data technologies to deliver an exceptional digital transformation experience, data-driven analytics, and vital integrations.
The company’s app enables customers to track, control, and monitor a virtually unlimited number of assets and field procedure compliances online. Ajo seeks to help large and small organizations manage their assets in the most efficient, accessible, and reliable way possible.
",ISRAEL,https://ajo.im,"productivity,management-solutions,crm,gis,fleet-management,big-data,iot-platform,enterprise-solutions,erp,industry-4.0,inventory-management,asset-management,",Resource Management Platform,,,,,
