,Unnamed: 0.1.1,name,description,Themes,SDG Goal,five Ps,new pred SDG,new pred five Ps,new Mistakes,SDG ok,Ps ok,Comments
60,499,iPulse Medical,"iPulse Medical is developing Livia, a wearable device that neutralizes menstrual cramps by tuning into the wavelength frequency of menstrual pain and blocking it from registering in the brain. 
 
 Livia's patented SmartWave technology is helping women across the globe overcome menstrual pain more effectively, quickly, and safely than with drugs. Using electric micro-pulses to tap into the body's natural pain defenses, Livia prevents menstrual pain from being felt. 
 Unlike pain medications, there are no side effects from using Livia, and the female body cannot build a tolerance to it. Livia is portable, fashion-forward, easy to use, and can be worn discreetly under outfits. Moreover, its long-lasting rechargeable battery makes Livia reusable for years.
 
 Since its inception, Livia has undergone extensive clinical trials under the supervision of medical expert Professor Bari Kaplan.
 
 The device is FDA and CE approved and has been proven to be safe and effective.",,"3,5",People,5,People,1,TRUE,TRUE,
61,441,Aleinu,"Aleinu develops aeroponic farm facilities and systems. Its proprietary technologies are intended to increase the level of automation and efficiency in the farming process while eliminating many of the common problems of conventional farming, such as unpredictable weather, high land costs, and the need for long hours of outdoor labor by many workers.
 
 Aleinus aeroponic systems and environmentally friendly greenhouses are designed to yield more produce and consume less water than traditional farms.",,2,People,2,People,1,TRUE,TRUE,
62,17,AloTok,"AloTok is creating a platform that aims to provide a warm, secure, and accessible community atmosphere where senior citizens can form meaningful relationships. AloTok's phone-call-based application creates connections between users based on language, availability, and shared fields of interests while using sound-based machine-learning technology to identify fraud and extortion.",,3,People,10,People,2,FALSE,TRUE,
63,407,Arcana Instruments,Arcana Instruments creates inclusive musical instruments that enable people with special needs to enjoy learning and playing music.,,10,Prosperity,4,People,0,FALSE,FALSE,
64,271,Catom Energy,"Catom Energy provides energy management and lighting control systems designed to help businesses reduce their energy consumption. By using the Catom Energy solution, organizations can reduce their light-energy consumption by more than a third while creating a greener environment.
 
 Catom Energy has projects and installations with several companies and organizations worldwide, including Ford USA, Leyland Trucks, ISCAR, and Israels Airport Authority. The company has collaborated on these projects with leading integrators, such as GE Light Fixtures, Metrolight, and JBP.",,7,Prosperity,7,Prosperity,1,TRUE,TRUE,
65,53,Tal-Ya,"Tal-Ya Agriculture Solutions manufactures a polypropylene tray that covers a plant's root system, directing water and fertilizer straight to the root while simultaneously protecting the surrounding earth from weeds and extreme temperatures. Tal-Ya trays can help farmers save resources such as water, fertilizer, and weed killers.
 
 Tal-Ya trays are environmentally friendly, reusable for up to 10 years, and recyclable. They eliminate the need for disposable plastic mulch along with the associated labor and pollution. In addition, the trays are fully compatible with drip irrigation and other types of watering systems, and can make use of rainwater and dew.
 
 Tal-Ya was the runner-up in the 2015 Imagine H2O competition.",,2,People,2,People,1,TRUE,TRUE,
66,366,AcadeME,"AcadeME is a career development and job placement platform, providing an end-to-end management solution for academic institutions' career development and consulting centers.
 With its search-and-match support system for employers and HR recruiters, AcadeME is also a job search and career development platform for students. The location-based job search allows users to choose their desired criteria and define the breadth and depth of search parameters.",,"4,8","People,Prosperity",8,People,1,TRUE,TRUE,
67,259,MedAware,"MedAware solutions are designed to identify and prevent prescription errors in real time in order to save lives, improve patient safety, and significantly reduce healthcare costs. 
 
 The companys patent-pending technology uses big data analytics and machine learning algorithms to analyze the large-scale data of electronic medical records to learn how physicians treat patients in real-life scenarios. Prescriptions deviating greatly from the spectrum of standard treatment patterns are flagged as potential errors, with high specificity and low alert fatigue.",,3,People,3,People,1,TRUE,TRUE,
68,285,pH2O Water Technologies,"pH2O Water Technologies provides comprehensive, sustainable water solutions that reduce, reuse, and reclaim wastewater and generate activated water for industrial processes. The company's process electronically adjusts and stabilizes the pH level in water to offer an array of solutions addressing water distress.
 
 pH2O Water Technologies was founded with the objective of developing and producing a cost-effective and eco-friendly physical means of treating commercial, industrial, and municipal water and wastewater.",,6,People,6,People,1,TRUE,TRUE,
69,33,Truvi,"Truvi is an AI-based platform for the impact sector. The platform matches global aid, critical response, and preparedness needs with the best available solutions and services in real time.
 
 For municipalities, first responders, aid organizations, and communities, Truvi provides direct access to an array of solutions and services as well as an AI-based matching platform that will connect their needs with the best available solutions. 
 
 For financiers and foundations, the platform enables fact-based financing decisions about systems, projects, and technologies. It also enables financiers to explore options in real time and compare and validate possibilities while assessing actual short and long-term costs. 
 
 For suppliers and innovators, the platform's directory of impact-related solutions provides a way to showcase their services, generate insights about field needs, and improve access to tenders and requests for proposals.",,"1,13","People,Planet",17,Prosperity,0,FALSE,FALSE,
70,153,Toya,Toya is developing multilayer games for girls on a Minecraft platform. The playful learning experience enables girls to become the heroes while revealing the life stories of exceptional women.,,"5,4",People,4,People,1,TRUE,TRUE,
71,61,AST Clean Water Technologies,"AST Clean Water Technologies specializes in smart water treatment solutions for water purification, wastewater, and industrial-stream treatment. AST provides solutions based on tailor-made technologies, combining solid separation, fine filtration, and advanced membrane filtration to create custom processes for its customers.",,6,People,6,People,1,TRUE,TRUE,
72,21,Peloton Health,"Peloton Health's mission is to improve people's quality of life, mental health recovery success, and care team productivity by using digital collaboration tools and access to a supportive community. The company uses artificial intelligence and smart interventions to reduce hospital visits by moving from reactive to preventive care. 
 
 Peloton's platform aims to empower individuals to engage and self-manage their condition. With this in mind, the company set out to build a digital health ecosystem for and around the individual, placing the individual at the center of their own recovery process.",,3,People,3,People,1,TRUE,TRUE,
73,475,Owlytics Healthcare,"Owlytics Healthcare's app enables a 24/7 health-tracking service, collecting personal health data from wearable wristbands. The data is analyzed by machine-learning algorithms that can detect abnormal physiological patterns. This allows the prediction and prevention of potentially harmful health events.
 
 The company focuses on providing remote patient-monitoring systems for independent and assisted living facilities, home care agencies, and other services where a higher level of personal care and safety are valued. Owlytics aims to help increase the quality of care and safety for all residents while decreasing the costs of care.",,3,People,3,People,1,TRUE,TRUE,
74,0,Certify,"Certify is a network focused on combating sexually transmitted infections (STI) through transparency and collaboration. The Certify app creates incentive-based protection for the casual dating arena by enabling users to easily manage and share their sexual health status.
 
 The network aims to resolve a global public health problem that affects the lives of millions of people worldwide. Certify adheres to international standards for testing and works to reduce public health costs.",,3,People,5,People,2,FALSE,TRUE,
75,171,Fourier Education,"Fourier Education is offering solutions in the fields of science education technology, data loggers, and sensors. The four pillars of its comprehensive solution are compact portable data-logging devices, a data analysis software suite, over 60 sensors, and proprietary pedagogical curriculum materials. 
 Fourier's products are customizable for students from primary school to universities and universally automate and simplify the way data is collected, analyzed, and shared. Students from over 60 countries across the globe have benefited first-hand from Fourier's cost-effective computerized science laboratories.
 
 The company's einstein learning platform empowers teachers and inspires students by providing an engaging science learning experience, combining inquiry-based experiments, interactive multimedia activities, and user-friendly analysis applications on any tablet or computer. The platform includes data loggers, more than 60 different sensors, data analysis software, and curriculum content.",,4,People,4,People,1,TRUE,TRUE,
76,27,Yeda Education,"Yeda Education is the developer of a K12 learning and diagnostic assessment platform. The platform uses big-data tools and proprietary English and math content with the goal of transforming formal education and motivating students and teachers through accurate, real-time diagnostics.
 
 Yeda Education's AI-powered reports and analytics are designed to help educational administrations in schools, local governments, and municipalities make informed management and academic decisions. Its analytics-based insights into each student help enable differential and personalized instruction. By pinpointing areas of difficulty, the platform allows teachers to provide solutions and support tailored to the needs of each student.
 
 The company operates in more than 1,200 schools in Israel. Yeda Education is a spin-off company of Time To Know.",,4,People,4,People,1,TRUE,TRUE,
77,390,Mayu Water,"Mayu Water is developing MAYU, a purification and dispensing system that can transform any type of water into pure, healthy mineral water by replicating the natural water cycle. The systems natural mineral blends are inspired by the best springs in the world, and each blend provides its own healthy essential characteristics while complying with health requirements.
 
 The MAYU system is connected to a mobile app that manages the users water and mineral consumption data and delivers microdoses of specific minerals to ensure optimal results. The companys mission is to provide consumers with pure, healthy water infused with core minerals as nature intended.",,6,People,6,People,1,TRUE,TRUE,
78,295,eTeacher Group,"eTeacher Group creates and operates virtual schools around the world, specializing in the large-scale operation of online teacher-led classes. The company has its own software house that developed the academic ERP system on which its virtual schools are run.
 eTeacher is a portfolio company of Pamoja Capital Group.",,4,People,4,People,1,TRUE,TRUE,
79,238,Lishtot,"Lishtot is an Israeli technology company dedicated to improving water quality around the world. Using a core technology based on a newly discovered phenomenon associated with electric fields and water, Lishtot develops products that rapidly test drinking water for numerous types of contaminants and then aggregates the information to create a clearer picture of global water quality.
 
 The Lishtot TestDrop is a handheld keychain device that detects contaminants such as E. coli, lead, arsenic, mercury, copper, chlorine, and protein at EPA and WHO standards. The two-second test displays either a blue or a red light to indicate the absence or presence of contaminants. The TestDrop connects via Bluetooth to the Lishtot mobile app, where users can track their test history; view more data on their water, including the likelihood of contamination; and distinguish between bottled water, tap water, and natural water from rivers and streams.",,6,Planet,6,People,5,TRUE,FALSE,
80,48,Arava Power Company,"Arava Power Company develops solar energy projects in the Negev and the Arava. In 2011 the company established the first commercial solar field in Israel, in Kibbutz Ketura. Since then, six additional solar fields have been established and connected to the national grid. Arava Power currently owns and operates approximately 120 MW of solar power plants.
 
 Arava Power Companys partners include Global Sun Partners (founders and owners), Phoenix Insurance, and Keren Kayemet LeYisrael.",,7,Prosperity,7,Prosperity,1,TRUE,TRUE,
81,459,NUFiltration,"NUFiltration designs, manufactures, and distributes water and wastewater treatment systems based on its patented NUF technology. The technology enables the reuse of medical filtration devices in the field of water treatment.
 
 NUFiltration systems are used in greenhouses and hydroponics to recycle drain water by removing all pathogens, viruses, colloidal matter, and other microbiological pollutants while leaving salt and micronutrient levels unchanged. The systems are also effective when water filtration and sterilization are required on-site as a single process for industrial purposes.
 
 The companys filtration units, which function without electricity, are simple, compact, and robust mini-systems that can produce pure drinking water from contaminated sources under very difficult conditions. The NUF units can also be used to clean swimming pools.",,6,Planet,6,People,5,TRUE,FALSE,
82,336,Else Nutrition,"Else Nutrition is developing a sustainable, plant-based baby formula that is dairy and soy free, with a nutritional value similar to that of breast milk.
 
 Else Nutrition won the EU Horizon 2020 SME Phase 1 competition in December 2017 and received the Best Health and Diet Solutions"" award in the Global Food Innovation Summit in Milan in May 2017.""",,2,People,2,People,1,TRUE,TRUE,
83,83,Tyto Care,"Tyto Care aims to transform primary care by putting health in the hands of consumers. The company seamlessly connects people to clinicians to provide optimal home examination and diagnosis solutions.
 
 Tyto Care offers a remote examination tool and telehealth platform that enables a complete examination of the heart, lungs, skin, throat, and ears, including temperature readings, anywhere and anytime. The companys mission is to provide easy, affordable, and high-quality telehealth visits, complete with medical exams, all from the comfort of the patients home.
 
 Tyto Care has three telehealth products: TytoHome for consumers, TytoPro for professionals, and TytoClinic for remote point-of-care locations. All of the companys solutions are designed to replicate a face-to-face clinician visit and include a handheld modular examination tool for examining the heart, lungs, skin, throat, ears and body temperature; a complete telehealth platform for sharing exam data, conducting live video exams, and scheduling visits; a cloud-based data repository with analytics; and built-in guidance technology and machine learning algorithms to ensure accuracy and ease of use.
 
 The Tyto platform also allows for simple integration with EHR systems and other telehealth platforms.",,3,People,3,People,1,TRUE,TRUE,
84,235,TIPA-Corp,"TIPA-Corp develops and produces fully compostable flexible packaging that delivers the durability, functionality, transparency, and sealability of conventional plastic. TIPAs films will biodegrade into soil nutrients within 180 days of disposal inside a compost system.
 
 TIPA-Corp was named a Technology Pioneer by the World Economic Forum in 2019 and received the Transformational Solution Award in the category of waste, water, and land at the 2019 Transformational Business Awards.",,12,Planet,12,Prosperity,5,TRUE,FALSE,
85,13,Kidi Startup,Kidi Startup is a coding platform that allows children to develop educational apps and games as a part of a team. Kidi Startup offers self-paced engaging programming curriculum for schools and camps.,,4,People,4,People,1,TRUE,TRUE,
86,39,LadySense,"LadySense is developing a diagnostic platform that performs a comprehensive virtual gynecological examination. The digital information gathered by the company's systems and devices is analyzed by experts via the cloud, and biological samples collected can be mailed for lab analysis.",,3,People,5,People,2,FALSE,TRUE,
87,403,WATA Solution,"WATA Solution seeks to help households in developing countries monitor their water quantity and quality. Using low-cost sensors, WATA Solution provides consumers, water companies, and municipalities with instant access to data on water purity, supply remaining, and other information essential to daily living.",,6,People,6,People,1,TRUE,TRUE,
88,435,Tevet Water Technologies,"Tevet Water Technologies helps to mediate dairy farms' and industrial kitchens' wastewater pollution by providing an economical, fully automatic wastewater treatment facility. The facility is relatively small and includes a container and several water tanks. The system's underlying technology is based on classical flocculation and coagulation techniques.",,6,People,6,People,1,TRUE,TRUE,
89,356,OKO,"OKO uses satellite and mobile technology to bring affordable and simple crop insurance to smallholder farmers. OKO creates index partnerships with weather data suppliers and uses them to create parametric insurance products underwritten by a locally licensed insurance company.
 
 In addition to insurance, farmers can benefit from weather alerts, farming tips, and access to affordable micro-credit. OKO bundles together services including a weather-based index insurance product, tools for distribution and customer education, and an automated policy management platform.
 
 In 2019, OKO won the Orange Social Venture Prize.",,1,People,2,People,2,FALSE,TRUE,
90,66,Netafim,"Netafim delivers tailor-made irrigation and fertigation solutions to millions of farmers, enabling growers to maximize food production with the lowest environmental impact. Specializing in end-to-end solutions from the water source to the root zone, Netafim delivers irrigation and greenhouse projects supported by engineering, project management, and financing services. Netafim is also working on digital farming, integrating real-time monitoring, analysis, and automated control into one system. 
 
 In 2018, Mexican chemical firm Mexichem acquired 80% of Netafim; Kibbutz Hatzerim retains 20% ownership.",,6,People,2,People,2,FALSE,TRUE,
91,470,LungTek,"LungTek designs and develops respiratory products and parts under its own brand and for other medical-device manufacturers. The company's dual-action Lung Trainer is a digital respiratory training device developed to fight the effects of smoking, pollution, and deteriorating health conditions. The Lung Trainer is designed to increase lung strength and stamina, reduce coughing and flu risk, clear mucus, and enhance overall wellbeing.",,3,People,3,People,1,TRUE,TRUE,
92,325,Hadass Filtration Solutions,"Hadass Filtration Solutions develops and delivers drinking water treatment and filtration solutions including central filtration systems, anti-scale central systems, reverse osmosis systems, and hot/cold water dispensers that provide purified water for households, businesses, and institutions.",,6,People,6,People,1,TRUE,TRUE,
93,463,WATEFY,"WATEFY has developed a technology that makes it possible to enrich water with calcium and magnesium bicarbonate to any desired level, enabling the inexpensive industrial production of high-quality bottled and household water.",,6,People,6,People,1,TRUE,TRUE,
94,196,Valera Health,"Valera Health offers a behavioral health application that provides analytics, high-quality telepsychiatry, and responsive case management.
 
 Valera Health analyzes insurance claims in order to help payers and providers identify patients with comorbid medical and behavioral health conditions. Primary care providers are then supported by trained remote case managers for behavioral activation and coordination supervised by psychiatrists.
 
 The app also applies Valeras tracking algorithms for identifying passive data (e.g. distance traveled, amount of texting, etc.) and active data about patient sentiment and use.",,3,People,3,People,1,TRUE,TRUE,
95,117,MediTouch,"MediTouch develops and manufactures physical therapy products designed to help patients achieve better functional recovery. Its physical therapy products consist of wearable motion-capture devices and dedicated physical therapy rehabilitation software.
 
 MediTouch offers the HandTutor, an ergonomic glove for hand rehabilitation; the ArmTutor, an ergonomic elbow brace and shoulder 3D-position system for arm rehabilitation; and the LegTutor, an ergonomic knee brace and hip 3D-position system for leg rehabilitation.
 
 The company's physical therapy products are supplied with dedicated clinical software to allow patients with upper and/or lower extremity movement dysfunction to practice intensive physical therapy of single and multiple joints. MediTouch's physical therapy products implement impairment-oriented training with augmented motion feedback, producing a tailored physical therapy program to speed the patient to functional recovery.",,3,People,3,People,1,TRUE,TRUE,
96,363,AMR-G Smart Water Metering,"AMR-G Smart Water Metering is developing a remote water meter reading solution that enables water meter management and maintenance. Its product is a water meter add-on that alerts users to possible water theft and leaks and provides usage insights through its reporting system.
 
 The companys metering solution utilizes technologies including Wi-Fi connectivity and cellular networks.",,6,People,6,People,1,TRUE,TRUE,
97,147,GAL Water Technologies,"GAL Water Technologies is a supplier of water treatment systems for industry, agriculture, and disaster relief. The company's solutions utilize technologies including media filtration, ion exchange, microfiltration, electrodeionization, ultra filtration, gas disposal membranes, nanofiltration membranes, UV disinfection, reverse osmosis, and chemical-dispensing systems.
 
 The company's GALMOBILE is an independent, integrated water purification vehiclethat provides drinking water from any source at any time, anywhere. The goal of GALMOBILE is to help overcome water shortages in remote communities and provide immediate drinking water assistance during natural disasters. The system canbe deployed in less than 30 minutes by twopeople.
 
 GAL Water Technologies is part of the Gaon Holdings Company.",,6,People,6,People,1,TRUE,TRUE,
98,225,ECOncrete,"ECOncrete develops sustainable concrete for constructing ecologically active infrastructures in coastal and marine environments as well as in urban landscapes. The company adapts the concrete to the environments particular fauna and flora, and its biological traits encourage biogenic buildup. The concrete offers increased stability and longevity as well as a reduction in maintenance costs.
 
 ECOncrete maintains ongoing research and development activities to expand its product range, addressing the needs of new geographical locations and optimizing the products structural and biological performance. The companys experts closely cooperate with landscape architects, engineers, and policy makers in the design of new coastal and marine infrastructures and in retrofitting existing structures for optimal biological productivity and ecological efficiency.",,"13,14",Planet,12,Planet,2,FALSE,TRUE,
99,123,WINT Water Intelligence,"WINT Water Intelligence offers a real-time IoT hardware and software water-management solution for the residential and commercial real estate sectors.
 
 WINT solutions protect global real estate portfolios and homes by revealing leaks and identifying water-saving opportunities. Its solutions alert users to problems such as hidden pipe-to-pipe leaks in walls, unseen water hemorrhaging underground, and inefficient cooling towers.
 
 From its leak-detection alert system, which features automatic or remote valve shutoff capabilities, to its comprehensive dashboard view of water consumption throughout a property, WINT provides data and actionable insights for ROI-driven decision making.",,6,People,6,People,1,TRUE,TRUE,
